Customer id,Gender,Age,City,Policy id,Policy number,Purchase Method,Coverage type,Policy start date,Policy end date,Policy renewed in next year,Premium,Claims,Claim id,Claim date,Settlement date,Claims amount,Complaints,Complaint id,Complaint file date,Complaint resolution date,Complaint communication channel,Survey year,Satisfaction Score
dj_106,Male,65,Vaughan,631,B400630,Third party Agent,D,4/16/2018,4/16/2019,Yes,2251,No,,,,,No,,,,,2018,4.5
dj_471,Female,53,Hamilton,632,B400631,Third party Agent,A,4/16/2018,4/16/2019,Yes,1372,No,,,,,No,,,,,2018,3.7
dj_836,Female,55,Brampton,633,B400635,Direct purchase,C,4/16/2018,4/16/2019,Yes,2862,No,,,,,No,,,,,2018,4.2
dj_1201,Male,66,Hamilton,634,B400632,Direct purchase,D,4/16/2018,4/16/2019,Yes,8727,No,,,,,No,,,,,2018,5
dj_1566,Male,54,Hamilton,635,B400633,Direct purchase,D,4/16/2018,4/16/2019,Yes,6630,No,,,,,No,,,,,2018,5
dj_1931,Female,50,Toronto,636,B400634,Direct purchase,D,4/16/2018,4/16/2019,Yes,6555,No,,,,,No,,,,,2018,3.9
dj_107,Female,49,Ottawa,637,B400638,Direct purchase,B,4/17/2018,4/17/2019,Yes,4561,No,,,,,No,,,,,2018,4.4
dj_472,Male,62,Vaughan,638,B400636,Third party Agent,C,4/17/2018,4/17/2019,Yes,5022,No,,,,,No,,,,,2018,4.9
dj_837,Female,27,Hamilton,639,B400637,Third party Agent,A,4/17/2018,4/17/2019,Yes,2136,No,,,,,No,,,,,2018,4.1
dj_1202,Male,22,London,640,B400639,Direct purchase,B,4/17/2018,4/17/2019,Yes,2990,No,,,,,No,,,,,2018,4.6
dj_1567,Male,58,Toronto,641,B400640,Direct purchase,A,4/17/2018,4/17/2019,Yes,1784,No,,,,,No,,,,,2018,4
dj_1932,Female,59,Vaughan,642,B400641,Direct purchase,C,4/17/2018,4/17/2019,Yes,1991,No,,,,,No,,,,,2018,5
dj_108,Female,43,Toronto,643,B400642,Third party Agent,D,4/18/2018,4/18/2019,Yes,1701,No,,,,,No,,,,,2018,5
dj_473,Female,39,Windsor,644,B400644,Third party Agent,B,4/18/2018,4/18/2019,Yes,4477,No,,,,,No,,,,,2018,4.7
dj_838,Male,33,Kitchener,645,B400647,Direct purchase,C,4/18/2018,4/18/2019,Yes,2571,No,,,,,No,,,,,2018,4.7
dj_1203,Male,56,Windsor,646,B400645,Direct purchase,A,4/18/2018,4/18/2019,Yes,3990,No,,,,,No,,,,,2018,4.8
dj_1568,Female,46,London,647,B400646,Direct purchase,D,4/18/2018,4/18/2019,Yes,7263,No,,,,,No,,,,,2018,4.3
dj_1933,Male,23,Mississauga,648,B400643,Third party Agent,D,4/18/2018,4/18/2019,No,2199,No,,,,,No,,,,,2018,3.7
dj_109,Male,39,Mississauga,649,B400648,Third party Agent,B,4/19/2018,4/19/2019,Yes,1645,Yes,48,8/19/2018,6/27/2019,74510,Yes,352,5/19/2018,7/30/2018,Call,2018,2.1
dj_474,Female,64,Toronto,650,B400653,Direct purchase,D,4/19/2018,4/19/2019,Yes,3942,No,,,,,No,,,,,2018,3.1
dj_839,Female,44,London,651,B400651,Third party Agent,A,4/19/2018,4/19/2019,Yes,3732,No,,,,,No,,,,,2018,3.7
dj_1204,Female,38,Markham,652,B400652,Direct purchase,C,4/19/2018,4/19/2019,Yes,5066,No,,,,,No,,,,,2018,3.1
dj_1569,Male,46,Markham,653,B400649,Third party Agent,A,4/19/2018,4/19/2019,Yes,3259,No,,,,,No,,,,,2018,3.3
dj_1934,Male,31,Hamilton,654,B400650,Third party Agent,A,4/19/2018,4/19/2019,Yes,3178,No,,,,,No,,,,,2018,2.7
dj_110,Female,61,Hamilton,655,B400656,Third party Agent,A,4/20/2018,4/20/2019,Yes,2471,Yes,49,5/20/2018,2/28/2019,19458,Yes,353,8/20/2018,10/23/2018,E-mail,2018,2.4
dj_475,Male,63,Vaughan,656,B400655,Third party Agent,C,4/20/2018,4/20/2019,Yes,3148,No,,,,,No,,,,,2018,3.7
dj_840,Female,37,Markham,657,B400659,Direct purchase,B,4/20/2018,4/20/2019,No,4297,No,,,,,No,,,,,2018,3.8
dj_1205,Male,18,Toronto,658,B400657,Direct purchase,A,4/20/2018,4/20/2019,Yes,3993,No,,,,,No,,,,,2018,3.9
dj_1570,Female,57,Brampton,659,B400654,Third party Agent,D,4/20/2018,4/20/2019,Yes,2541,No,,,,,No,,,,,2018,2.7
dj_1935,Female,25,London,660,B400658,Direct purchase,C,4/20/2018,4/20/2019,Yes,3676,No,,,,,No,,,,,2018,3.6
dj_111,Female,38,Vaughan,661,B400660,Third party Agent,D,4/21/2018,4/21/2019,Yes,5321,Yes,50,6/21/2018,1/2/2019,77375,Yes,354,7/21/2018,9/23/2018,Web portal,2018,2.6
dj_476,Female,24,Markham,662,B400661,Third party Agent,C,4/21/2018,4/21/2019,Yes,4114,No,,,,,No,,,,,2018,4.7
dj_841,Male,24,Toronto,663,B400662,Third party Agent,A,4/21/2018,4/21/2019,Yes,1375,No,,,,,No,,,,,2018,4.9
dj_1206,Male,25,Windsor,664,B400663,Direct purchase,B,4/21/2018,4/21/2019,Yes,3660,No,,,,,No,,,,,2018,2.8
dj_1571,Female,45,Ottawa,665,B400664,Direct purchase,D,4/21/2018,4/21/2019,Yes,6927,No,,,,,No,,,,,2018,4.1
dj_1936,Male,47,Toronto,666,B400665,Direct purchase,B,4/21/2018,4/21/2019,Yes,3972,No,,,,,No,,,,,2018,4.2
dj_112,Male,64,Kitchener,667,B400666,Third party Agent,C,4/22/2018,4/22/2019,Yes,3332,Yes,51,6/22/2018,10/31/2018,89315,Yes,355,8/22/2018,9/21/2018,Web portal,2018,2.8
dj_477,Female,53,Kitchener,668,B400667,Third party Agent,A,4/22/2018,4/22/2019,No,1556,No,,,,,No,,,,,2018,4.2
dj_842,Female,70,Kitchener,669,B400671,Direct purchase,A,4/22/2018,4/22/2019,Yes,3676,No,,,,,No,,,,,2018,4.4
dj_1207,Female,21,Mississauga,670,B400668,Direct purchase,D,4/22/2018,4/22/2019,Yes,3751,No,,,,,No,,,,,2018,4.3
dj_1572,Male,68,Toronto,671,B400669,Direct purchase,D,4/22/2018,4/22/2019,Yes,5350,No,,,,,No,,,,,2018,4.7
dj_1937,Female,61,Mississauga,672,B400670,Direct purchase,C,4/22/2018,4/22/2019,Yes,2195,No,,,,,No,,,,,2018,5
dj_113,Female,51,Brampton,673,B400674,Third party Agent,A,4/23/2018,4/23/2019,Yes,3528,Yes,52,8/23/2018,5/31/2019,33682,Yes,356,6/23/2018,7/21/2018,Call,2018,1.9
dj_478,Male,48,Windsor,674,B400677,Direct purchase,B,4/23/2018,4/23/2019,Yes,4069,No,,,,,No,,,,,2018,3.1
dj_843,Female,38,Toronto,675,B400673,Third party Agent,C,4/23/2018,4/23/2019,Yes,4355,No,,,,,No,,,,,2018,3
dj_1208,Male,48,Windsor,676,B400675,Direct purchase,D,4/23/2018,4/23/2019,Yes,9632,No,,,,,No,,,,,2018,3.2
dj_1573,Male,30,Windsor,677,B400676,Direct purchase,C,4/23/2018,4/23/2019,Yes,2119,No,,,,,No,,,,,2018,2.8
dj_1938,Male,51,Ottawa,678,B400672,Third party Agent,A,4/23/2018,4/23/2019,Yes,2600,No,,,,,No,,,,,2018,3.8
dj_114,Female,26,Windsor,679,B400678,Third party Agent,B,4/24/2018,4/24/2019,Yes,1814,Yes,53,7/24/2018,1/1/2019,71144,Yes,357,7/24/2018,10/19/2018,Call,2018,1.9
dj_479,Female,53,Hamilton,680,B400680,Third party Agent,C,4/24/2018,4/24/2019,Yes,3813,No,,,,,No,,,,,2018,5
dj_844,Male,52,London,681,B400683,Direct purchase,C,4/24/2018,4/24/2019,Yes,5847,No,,,,,No,,,,,2018,5
dj_1209,Female,44,Hamilton,682,B400681,Direct purchase,D,4/24/2018,4/24/2019,Yes,7432,No,,,,,No,,,,,2018,3.2
dj_1574,Female,18,London,683,B400679,Third party Agent,D,4/24/2018,4/24/2019,Yes,9812,No,,,,,No,,,,,2018,3.7
dj_1939,Female,57,Windsor,684,B400682,Direct purchase,D,4/24/2018,4/24/2019,Yes,4547,No,,,,,No,,,,,2018,3.4
dj_115,Male,37,Mississauga,685,B400684,Third party Agent,D,4/25/2018,4/25/2019,Yes,3354,No,,,,,No,,,,,2018,4.1
dj_480,Female,41,Vaughan,686,B400686,Third party Agent,D,4/25/2018,4/25/2019,Yes,5500,No,,,,,No,,,,,2018,4.7
dj_845,Female,52,Hamilton,687,B400687,Third party Agent,A,4/25/2018,4/25/2019,Yes,2401,No,,,,,No,,,,,2018,4.2
dj_1210,Female,54,Brampton,688,B400688,Direct purchase,B,4/25/2018,4/25/2019,Yes,5232,No,,,,,No,,,,,2018,4.9
dj_1575,Male,43,Ottawa,689,B400689,Direct purchase,A,4/25/2018,4/25/2019,Yes,2058,No,,,,,No,,,,,2018,4.2
dj_1940,Female,69,Kitchener,690,B400685,Third party Agent,C,4/25/2018,4/25/2019,Yes,4110,No,,,,,No,,,,,2018,5
dj_116,Female,34,Kitchener,691,B400692,Direct purchase,B,4/26/2018,4/26/2019,No,2898,No,,,,,No,,,,,2018,3.8
dj_481,Male,29,Mississauga,692,B400691,Third party Agent,A,4/26/2018,4/26/2019,Yes,1410,No,,,,,No,,,,,2018,5
dj_846,Female,50,Windsor,693,B400695,Direct purchase,D,4/26/2018,4/26/2019,Yes,8139,No,,,,,No,,,,,2018,4.5
dj_1211,Male,18,Hamilton,694,B400693,Direct purchase,D,4/26/2018,4/26/2019,Yes,6739,No,,,,,No,,,,,2018,5
dj_1576,Female,69,Vaughan,695,B400694,Direct purchase,A,4/26/2018,4/26/2019,Yes,3843,No,,,,,No,,,,,2018,5
dj_1941,Female,59,Mississauga,696,B400690,Third party Agent,A,4/26/2018,4/26/2019,Yes,1322,No,,,,,No,,,,,2018,3.5
dj_117,Female,29,Toronto,697,B400696,Third party Agent,A,4/27/2018,4/27/2019,Yes,3870,No,,,,,No,,,,,2018,5
dj_482,Female,35,Toronto,698,B400701,Direct purchase,B,4/27/2018,4/27/2019,Yes,4103,No,,,,,No,,,,,2018,5
dj_847,Male,64,Markham,699,B400698,Third party Agent,A,4/27/2018,4/27/2019,No,3752,No,,,,,No,,,,,2018,4.2
dj_1212,Male,18,Ottawa,700,B400699,Direct purchase,D,4/27/2018,4/27/2019,Yes,4963,No,,,,,No,,,,,2018,5
dj_1577,Male,58,Brampton,701,B400700,Direct purchase,A,4/27/2018,4/27/2019,Yes,3768,No,,,,,No,,,,,2018,4.4
dj_1942,Male,70,Kitchener,702,B400697,Third party Agent,C,4/27/2018,4/27/2019,Yes,4973,No,,,,,No,,,,,2018,4.1
dj_118,Male,57,Brampton,703,B400702,Third party Agent,A,4/28/2018,4/28/2019,Yes,3836,No,,,,,No,,,,,2018,4.6
dj_483,Female,31,Windsor,704,B400705,Third party Agent,A,4/28/2018,4/28/2019,No,3109,No,,,,,No,,,,,2018,3.8
dj_848,Female,18,Vaughan,705,B400707,Direct purchase,C,4/28/2018,4/28/2019,Yes,3449,No,,,,,No,,,,,2018,4.6
dj_1213,Female,59,Windsor,706,B400706,Direct purchase,A,4/28/2018,4/28/2019,Yes,2234,No,,,,,No,,,,,2018,5
dj_1578,Female,24,Ottawa,707,B400703,Third party Agent,C,4/28/2018,4/28/2019,Yes,2414,No,,,,,No,,,,,2018,5
dj_1943,Male,22,Hamilton,708,B400704,Third party Agent,D,4/28/2018,4/28/2019,Yes,7060,No,,,,,No,,,,,2018,4.3
dj_119,Female,55,Hamilton,709,B400712,Direct purchase,D,4/29/2018,4/29/2019,Yes,2890,No,,,,,No,,,,,2018,5
dj_484,Male,19,Vaughan,710,B400710,Third party Agent,B,4/29/2018,4/29/2019,No,5839,No,,,,,No,,,,,2018,3.6
dj_849,Female,41,Ottawa,711,B400711,Third party Agent,A,4/29/2018,4/29/2019,Yes,3140,No,,,,,No,,,,,2018,4.2
dj_1214,Male,25,Toronto,712,B400713,Direct purchase,D,4/29/2018,4/29/2019,Yes,2117,No,,,,,No,,,,,2018,5
dj_1579,Female,36,Toronto,713,B400708,Third party Agent,B,4/29/2018,4/29/2019,Yes,2005,No,,,,,No,,,,,2018,3.7
dj_1944,Male,32,London,714,B400709,Third party Agent,C,4/29/2018,4/29/2019,Yes,5051,No,,,,,No,,,,,2018,3.7
dj_120,Female,22,Vaughan,715,B400714,Third party Agent,B,4/30/2018,4/30/2019,Yes,4326,No,,,,,No,,,,,2018,4.4
dj_485,Female,54,Windsor,716,B400716,Third party Agent,D,4/30/2018,4/30/2019,Yes,2168,No,,,,,No,,,,,2018,5
dj_850,Male,42,Ottawa,717,B400719,Direct purchase,B,4/30/2018,4/30/2019,Yes,5763,No,,,,,No,,,,,2018,5
dj_1215,Female,67,Windsor,718,B400717,Direct purchase,A,4/30/2018,4/30/2019,Yes,1937,No,,,,,No,,,,,2018,4.6
dj_1580,Female,56,Mississauga,719,B400715,Third party Agent,A,4/30/2018,4/30/2019,Yes,1231,No,,,,,No,,,,,2018,3.9
dj_1945,Female,24,Vaughan,720,B400718,Direct purchase,A,4/30/2018,4/30/2019,Yes,1549,No,,,,,No,,,,,2018,4.3
dj_121,Male,27,London,721,B400720,Third party Agent,B,5/1/2018,5/1/2019,Yes,5634,No,,,,,No,,,,,2018,5
dj_486,Female,58,Vaughan,722,B400725,Direct purchase,C,5/1/2018,5/1/2019,Yes,4313,No,,,,,No,,,,,2018,4.6
dj_851,Female,26,Windsor,723,B400721,Third party Agent,A,5/1/2018,5/1/2019,Yes,1376,No,,,,,No,,,,,2018,3.9
dj_1216,Male,50,Hamilton,724,B400722,Direct purchase,B,5/1/2018,5/1/2019,Yes,1520,No,,,,,No,,,,,2018,5
dj_1581,Male,56,Vaughan,725,B400723,Direct purchase,B,5/1/2018,5/1/2019,Yes,2730,No,,,,,No,,,,,2018,4.1
dj_1946,Male,70,Toronto,726,B400724,Direct purchase,C,5/1/2018,5/1/2019,Yes,1848,No,,,,,No,,,,,2018,4.3
dj_122,Female,55,Hamilton,727,B400728,Direct purchase,D,5/2/2018,5/2/2019,Yes,6669,No,,,,,No,,,,,2018,3.7
dj_487,Male,43,Toronto,728,B400726,Third party Agent,C,5/2/2018,5/2/2019,Yes,1918,No,,,,,No,,,,,2018,5
dj_852,Female,49,London,729,B400731,Direct purchase,B,5/2/2018,5/2/2019,Yes,2007,No,,,,,No,,,,,2018,4.4
dj_1217,Female,33,Windsor,730,B400727,Direct purchase,D,5/2/2018,5/2/2019,Yes,5452,No,,,,,No,,,,,2018,4.6
dj_1582,Male,23,Windsor,731,B400729,Direct purchase,B,5/2/2018,5/2/2019,Yes,4561,No,,,,,No,,,,,2018,5
dj_1947,Male,23,Brampton,732,B400730,Direct purchase,B,5/2/2018,5/2/2019,Yes,3605,No,,,,,No,,,,,2018,4.8
dj_123,Female,46,Windsor,733,B400732,Third party Agent,D,5/3/2018,5/3/2019,No,9383,No,,,,,No,,,,,2018,3.8
dj_488,Female,47,Mississauga,734,B400733,Third party Agent,C,5/3/2018,5/3/2019,Yes,3347,No,,,,,No,,,,,2018,4.7
dj_853,Male,64,Ottawa,735,B400734,Third party Agent,A,5/3/2018,5/3/2019,Yes,3951,No,,,,,No,,,,,2018,4.5
dj_1218,Female,32,Windsor,736,B400735,Direct purchase,B,5/3/2018,5/3/2019,Yes,4429,No,,,,,No,,,,,2018,4.4
dj_1583,Male,64,Kitchener,737,B400736,Direct purchase,D,5/3/2018,5/3/2019,Yes,7690,No,,,,,No,,,,,2018,5
dj_1948,Female,63,Vaughan,738,B400737,Direct purchase,D,5/3/2018,5/3/2019,Yes,5376,No,,,,,No,,,,,2018,4.6
dj_124,Male,19,Toronto,739,B400738,Third party Agent,B,5/4/2018,5/4/2019,Yes,4242,No,,,,,No,,,,,2018,3.7
dj_489,Female,58,Toronto,740,B400740,Third party Agent,A,5/4/2018,5/4/2019,Yes,1668,No,,,,,No,,,,,2018,4
dj_854,Female,30,Hamilton,741,B400743,Direct purchase,B,5/4/2018,5/4/2019,Yes,4931,No,,,,,No,,,,,2018,4.6
dj_1219,Female,49,Windsor,742,B400741,Direct purchase,D,5/4/2018,5/4/2019,Yes,6277,No,,,,,No,,,,,2018,4.9
dj_1584,Female,62,Toronto,743,B400739,Third party Agent,C,5/4/2018,5/4/2019,Yes,1764,No,,,,,No,,,,,2018,4.1
dj_1949,Male,28,London,744,B400742,Direct purchase,B,5/4/2018,5/4/2019,Yes,3634,No,,,,,No,,,,,2018,5
dj_125,Female,66,Markham,745,B400747,Direct purchase,B,5/5/2018,5/5/2019,No,3795,No,,,,,No,,,,,2018,3.8
dj_490,Male,40,Windsor,746,B400749,Direct purchase,D,5/5/2018,5/5/2019,Yes,5301,No,,,,,No,,,,,2018,5
dj_855,Female,22,Windsor,747,B400745,Third party Agent,A,5/5/2018,5/5/2019,Yes,2643,No,,,,,No,,,,,2018,5
dj_1220,Male,18,Markham,748,B400746,Direct purchase,D,5/5/2018,5/5/2019,Yes,3556,No,,,,,No,,,,,2018,4.3
dj_1585,Male,47,Vaughan,749,B400748,Direct purchase,B,5/5/2018,5/5/2019,Yes,4894,No,,,,,No,,,,,2018,5
dj_1950,Female,19,Hamilton,750,B400744,Third party Agent,B,5/5/2018,5/5/2019,Yes,1616,No,,,,,No,,,,,2018,5
dj_126,Female,29,London,751,B400750,Third party Agent,C,5/6/2018,5/6/2019,Yes,4505,No,,,,,No,,,,,2018,5
dj_491,Female,53,Kitchener,752,B400753,Third party Agent,A,5/6/2018,5/6/2019,Yes,3369,No,,,,,No,,,,,2018,4.5
dj_856,Male,57,Brampton,753,B400755,Direct purchase,A,5/6/2018,5/6/2019,Yes,2044,No,,,,,No,,,,,2018,5
dj_1221,Male,50,Mississauga,754,B400754,Direct purchase,D,5/6/2018,5/6/2019,Yes,6973,No,,,,,No,,,,,2018,4.3
dj_1586,Male,68,Mississauga,755,B400751,Third party Agent,C,5/6/2018,5/6/2019,Yes,5247,No,,,,,No,,,,,2018,4.5
dj_1951,Female,54,Ottawa,756,B400752,Third party Agent,B,5/6/2018,5/6/2019,Yes,3036,No,,,,,No,,,,,2018,4.7
dj_127,Male,60,Vaughan,757,B400756,Third party Agent,C,5/7/2018,5/7/2019,Yes,3167,No,,,,,No,,,,,2018,5
dj_492,Female,49,London,758,B400759,Third party Agent,D,5/7/2018,5/7/2019,Yes,3165,No,,,,,No,,,,,2018,5
dj_857,Female,52,Hamilton,759,B400760,Third party Agent,C,5/7/2018,5/7/2019,Yes,3973,No,,,,,No,,,,,2018,5
dj_1222,Male,65,Toronto,760,B400761,Direct purchase,C,5/7/2018,5/7/2019,Yes,4537,No,,,,,No,,,,,2018,5
dj_1587,Female,25,Ottawa,761,B400757,Third party Agent,C,5/7/2018,5/7/2019,Yes,5279,No,,,,,No,,,,,2018,3.5
dj_1952,Male,60,Brampton,762,B400758,Third party Agent,A,5/7/2018,5/7/2019,No,2952,No,,,,,No,,,,,2018,4.1
dj_128,Female,42,Brampton,763,B400765,Direct purchase,C,5/8/2018,5/8/2019,No,2454,No,,,,,No,,,,,2018,4
dj_493,Male,62,Hamilton,764,B400763,Third party Agent,D,5/8/2018,5/8/2019,Yes,3395,No,,,,,No,,,,,2018,5
dj_858,Female,38,Toronto,765,B400767,Direct purchase,C,5/8/2018,5/8/2019,Yes,2402,No,,,,,No,,,,,2018,4.7
dj_1223,Female,59,London,766,B400764,Direct purchase,B,5/8/2018,5/8/2019,Yes,3509,No,,,,,No,,,,,2018,5
dj_1588,Male,21,Windsor,767,B400762,Third party Agent,A,5/8/2018,5/8/2019,Yes,3434,No,,,,,No,,,,,2018,4.8
dj_1953,Male,33,Toronto,768,B400766,Direct purchase,D,5/8/2018,5/8/2019,Yes,9284,No,,,,,No,,,,,2018,4
dj_129,Female,27,London,769,B400768,Third party Agent,A,5/9/2018,5/9/2019,Yes,3379,No,,,,,No,,,,,2018,5
dj_494,Female,55,Ottawa,770,B400773,Direct purchase,C,5/9/2018,5/9/2019,Yes,2196,No,,,,,No,,,,,2018,5
dj_859,Male,62,Toronto,771,B400769,Third party Agent,A,5/9/2018,5/9/2019,Yes,1229,No,,,,,No,,,,,2018,5
dj_1224,Male,34,Brampton,772,B400770,Direct purchase,D,5/9/2018,5/9/2019,Yes,1720,No,,,,,No,,,,,2018,4.9
dj_1589,Female,54,Ottawa,773,B400771,Direct purchase,D,5/9/2018,5/9/2019,Yes,8412,No,,,,,No,,,,,2018,5
dj_1954,Female,36,Brampton,774,B400772,Direct purchase,B,5/9/2018,5/9/2019,Yes,3196,No,,,,,No,,,,,2018,3.5
dj_130,Male,21,London,775,B400774,Third party Agent,A,5/10/2018,5/10/2019,Yes,1639,No,,,,,No,,,,,2018,4.6
dj_495,Female,47,Kitchener,776,B400775,Third party Agent,C,5/10/2018,5/10/2019,Yes,2929,No,,,,,No,,,,,2018,3.6
dj_860,Female,41,London,777,B400779,Direct purchase,B,5/10/2018,5/10/2019,Yes,1970,No,,,,,No,,,,,2018,4.9
dj_1225,Male,36,Hamilton,778,B400776,Direct purchase,C,5/10/2018,5/10/2019,Yes,1963,No,,,,,No,,,,,2018,5
dj_1590,Female,48,Vaughan,779,B400777,Direct purchase,D,5/10/2018,5/10/2019,Yes,7909,No,,,,,No,,,,,2018,3.5
dj_1955,Male,49,Kitchener,780,B400778,Direct purchase,C,5/10/2018,5/10/2019,Yes,5174,No,,,,,No,,,,,2018,3.6
dj_131,Female,18,Mississauga,781,B400784,Direct purchase,D,5/11/2018,5/11/2019,Yes,1865,No,,,,,No,,,,,2018,5
dj_496,Male,29,Markham,782,B400781,Third party Agent,B,5/11/2018,5/11/2019,Yes,4219,No,,,,,No,,,,,2018,4.6
dj_861,Female,33,London,783,B400782,Third party Agent,D,5/11/2018,5/11/2019,Yes,8828,No,,,,,No,,,,,2018,4.8
dj_1226,Female,46,Brampton,784,B400783,Direct purchase,B,5/11/2018,5/11/2019,Yes,3219,No,,,,,No,,,,,2018,4.3
dj_1591,Male,33,Hamilton,785,B400780,Third party Agent,C,5/11/2018,5/11/2019,Yes,5500,No,,,,,No,,,,,2018,5
dj_1956,Female,37,Kitchener,786,B400785,Direct purchase,B,5/11/2018,5/11/2019,No,3191,No,,,,,No,,,,,2018,3.9
dj_132,Female,62,Toronto,787,B400786,Third party Agent,C,5/12/2018,5/12/2019,Yes,2617,No,,,,,No,,,,,2018,4.6
dj_497,Female,69,Toronto,788,B400788,Third party Agent,A,5/12/2018,5/12/2019,No,2986,No,,,,,No,,,,,2018,3.8
dj_862,Male,49,Vaughan,789,B400791,Direct purchase,C,5/12/2018,5/12/2019,No,5876,No,,,,,No,,,,,2018,4.4
dj_1227,Male,52,Brampton,790,B400789,Direct purchase,A,5/12/2018,5/12/2019,Yes,3230,No,,,,,No,,,,,2018,5
dj_1592,Male,39,Ottawa,791,B400787,Third party Agent,C,5/12/2018,5/12/2019,Yes,4606,No,,,,,No,,,,,2018,4.8
dj_1957,Male,41,Brampton,792,B400790,Direct purchase,D,5/12/2018,5/12/2019,Yes,5038,No,,,,,No,,,,,2018,4.5
dj_133,Male,31,Brampton,793,B400792,Third party Agent,B,5/13/2018,5/13/2019,Yes,3865,No,,,,,No,,,,,2018,5
dj_498,Female,21,Toronto,794,B400797,Direct purchase,D,5/13/2018,5/13/2019,Yes,7757,No,,,,,No,,,,,2018,3.8
dj_863,Female,63,Ottawa,795,B400795,Third party Agent,A,5/13/2018,5/13/2019,Yes,3806,No,,,,,No,,,,,2018,5
dj_1228,Female,62,Vaughan,796,B400796,Direct purchase,A,5/13/2018,5/13/2019,Yes,2443,No,,,,,No,,,,,2018,5
dj_1593,Female,42,Toronto,797,B400793,Third party Agent,C,5/13/2018,5/13/2019,Yes,1610,No,,,,,No,,,,,2018,4.6
dj_1958,Female,68,Mississauga,798,B400794,Third party Agent,A,5/13/2018,5/13/2019,Yes,2184,No,,,,,No,,,,,2018,5
dj_134,Female,57,Hamilton,799,B400801,Direct purchase,C,5/14/2018,5/14/2019,Yes,1985,No,,,,,No,,,,,2018,4.6
dj_499,Male,57,Toronto,800,B400799,Third party Agent,B,5/14/2018,5/14/2019,Yes,2359,No,,,,,No,,,,,2018,4
dj_864,Female,34,Vaughan,801,B400803,Direct purchase,B,5/14/2018,5/14/2019,No,3496,No,,,,,No,,,,,2018,4
dj_1229,Female,46,Markham,802,B400800,Direct purchase,D,5/14/2018,5/14/2019,Yes,3502,No,,,,,No,,,,,2018,5
dj_1594,Male,56,Markham,803,B400798,Third party Agent,A,5/14/2018,5/14/2019,Yes,2126,No,,,,,No,,,,,2018,4.5
dj_1959,Female,23,Hamilton,804,B400802,Direct purchase,B,5/14/2018,5/14/2019,Yes,4738,No,,,,,No,,,,,2018,5
dj_135,Female,54,Toronto,805,B400804,Third party Agent,B,5/15/2018,5/15/2019,Yes,2154,No,,,,,No,,,,,2018,4.9
dj_500,Female,68,London,806,B400805,Third party Agent,C,5/15/2018,5/15/2019,Yes,4308,No,,,,,No,,,,,2018,5
dj_865,Male,62,Markham,807,B400806,Third party Agent,B,5/15/2018,5/15/2019,No,2106,No,,,,,No,,,,,2018,3.9
dj_1230,Male,62,Ottawa,808,B400807,Direct purchase,D,5/15/2018,5/15/2019,Yes,9769,No,,,,,No,,,,,2018,5
dj_1595,Female,70,Ottawa,809,B400808,Direct purchase,D,5/15/2018,5/15/2019,Yes,1993,No,,,,,No,,,,,2018,5
dj_1960,Female,26,Mississauga,810,B400809,Direct purchase,D,5/15/2018,5/15/2019,Yes,8206,No,,,,,No,,,,,2018,4.8
dj_136,Male,33,Markham,811,B400810,Third party Agent,B,5/16/2018,5/16/2019,Yes,3083,No,,,,,No,,,,,2018,4.5
dj_501,Female,52,London,812,B400812,Third party Agent,D,5/16/2018,5/16/2019,Yes,4732,No,,,,,No,,,,,2018,4.5
dj_866,Female,42,Windsor,813,B400815,Direct purchase,B,5/16/2018,5/16/2019,Yes,3286,No,,,,,No,,,,,2018,3.9
dj_1231,Male,51,Brampton,814,B400813,Direct purchase,A,5/16/2018,5/16/2019,Yes,3962,No,,,,,No,,,,,2018,5
dj_1596,Male,27,Ottawa,815,B400811,Third party Agent,D,5/16/2018,5/16/2019,Yes,5659,No,,,,,No,,,,,2018,5
dj_1961,Male,36,Windsor,816,B400814,Direct purchase,A,5/16/2018,5/16/2019,No,2691,No,,,,,No,,,,,2018,3.6
dj_137,Female,29,Hamilton,817,B400817,Direct purchase,A,5/17/2018,5/17/2019,Yes,1277,No,,,,,No,,,,,2018,4
dj_502,Male,48,Mississauga,818,B400820,Direct purchase,A,5/17/2018,5/17/2019,Yes,1271,No,,,,,No,,,,,2018,4.9
dj_867,Female,24,Markham,819,B400821,Direct purchase,C,5/17/2018,5/17/2019,No,1947,No,,,,,No,,,,,2018,4.2
dj_1232,Female,44,Hamilton,820,B400816,Direct purchase,D,5/17/2018,5/17/2019,Yes,6219,No,,,,,No,,,,,2018,5
dj_1597,Female,50,Mississauga,821,B400818,Direct purchase,C,5/17/2018,5/17/2019,Yes,2987,No,,,,,No,,,,,2018,3.7
dj_1962,Male,66,Ottawa,822,B400819,Direct purchase,B,5/17/2018,5/17/2019,Yes,5444,No,,,,,No,,,,,2018,4.5
dj_138,Female,42,Brampton,823,B400822,Third party Agent,C,5/18/2018,5/18/2019,Yes,5486,No,,,,,No,,,,,2018,3.9
dj_503,Female,43,Kitchener,824,B400824,Third party Agent,B,5/18/2018,5/18/2019,Yes,5595,No,,,,,No,,,,,2018,5
dj_868,Male,61,Markham,825,B400825,Third party Agent,A,5/18/2018,5/18/2019,Yes,1629,No,,,,,No,,,,,2018,5
