Policy id,Policy number,Policy start date,Policy end date,Profitability,Active year,Purchase method,Coverage type,Premium,Customer id
6704,B400269,2/14/2020,2/14/2021,3297.9833,2020,Third party Agent,A,3298,dj_45
6705,B400266,2/14/2020,2/14/2021,4743.465,2020,Third party Agent,B,4743,dj_410
6706,B400264,2/14/2020,2/14/2021,2963.3905,2020,Third party Agent,C,2963,dj_775
6707,B400265,2/14/2020,2/14/2021,1542.3912,2020,Third party Agent,A,1542,dj_1505
6708,B400268,2/14/2020,2/14/2021,7903.7348,2020,Third party Agent,D,7904,dj_1870
6709,B402294,2/14/2020,2/14/2021,3562.1892,2020,Third party Agent,B,3562,dj_2071
6710,B402292,2/14/2020,2/14/2021,3455.0787,2020,Third party Agent,C,3455,dj_2436
6711,B402293,2/14/2020,2/14/2021,3966.1488,2020,Third party Agent,C,3966,dj_2801
6712,B402295,2/14/2020,2/14/2021,1315.929,2020,Third party Agent,A,1316,dj_3166
6713,B402291,2/14/2020,2/14/2021,6063.4744,2020,Third party Agent,B,6063,dj_3531
6714,B402290,2/14/2020,2/14/2021,3219.4356,2020,Third party Agent,B,3219,dj_3896
6715,B404347,2/14/2020,2/14/2021,5256.04,2020,Third party Agent,C,5256,dj_4127
6716,B404351,2/14/2020,2/14/2021,1594.79,2020,Third party Agent,A,1595,dj_4493
6717,B404346,2/14/2020,2/14/2021,7045.76,2020,Third party Agent,D,7046,dj_4859
6718,B404348,2/14/2020,2/14/2021,1355.42,2020,Third party Agent,A,1355,dj_5225
6719,B404349,2/14/2020,2/14/2021,1605.9,2020,Third party Agent,B,1606,dj_5591
6720,B404350,2/14/2020,2/14/2021,5568.13,2020,Third party Agent,B,5568,dj_5957
6721,B400270,2/15/2020,2/15/2021,5842.1127,2020,Third party Agent,C,5842,dj_411
6722,B400274,2/15/2020,2/15/2021,5285.1381,2020,Third party Agent,B,5285,dj_776
6723,B400271,2/15/2020,2/15/2021,7101.9362,2020,Third party Agent,D,7102,dj_1141
6724,B400272,2/15/2020,2/15/2021,5942.0825,2020,Third party Agent,B,5942,dj_1506
6725,B400273,2/15/2020,2/15/2021,3389.7923,2020,Third party Agent,B,3390,dj_1871
6726,B402300,2/15/2020,2/15/2021,2804.2549,2020,Third party Agent,B,2804,dj_2072
6727,B402296,2/15/2020,2/15/2021,7585.4636,2020,Third party Agent,D,7585,dj_2437
6728,B402301,2/15/2020,2/15/2021,2177.9135,2020,Third party Agent,D,2178,dj_2802
6729,B402298,2/15/2020,2/15/2021,5647.2736,2020,Third party Agent,C,5647,dj_3167
6730,B402299,2/15/2020,2/15/2021,2795.074,2020,Third party Agent,B,2795,dj_3532
6731,B402297,2/15/2020,2/15/2021,2317.6672,2020,Third party Agent,A,2318,dj_3897
6732,B404352,2/15/2020,2/15/2021,3544.09,2020,Third party Agent,B,3544,dj_4128
6733,B404354,2/15/2020,2/15/2021,7261.9,2020,Third party Agent,D,7262,dj_4494
6734,B404356,2/15/2020,2/15/2021,6060,2020,Third party Agent,D,6060,dj_4860
6735,B404357,2/15/2020,2/15/2021,8330.48,2020,Third party Agent,D,8330,dj_5226
6736,B404355,2/15/2020,2/15/2021,2709.83,2020,Third party Agent,C,2710,dj_5592
6737,B404353,2/15/2020,2/15/2021,5001.52,2020,Third party Agent,B,5002,dj_5958
6738,B400281,2/16/2020,2/16/2021,10082.6684,2020,Third party Agent,D,10083,dj_47
6739,B400276,2/16/2020,2/16/2021,3792.7318,2020,Third party Agent,A,3793,dj_412
6740,B400277,2/16/2020,2/16/2021,4305.8421,2020,Third party Agent,B,4306,dj_777
6741,B400278,2/16/2020,2/16/2021,3166.3904,2020,Third party Agent,D,3166,dj_1142
6742,B400280,2/16/2020,2/16/2021,5801.3087,2020,Third party Agent,C,5801,dj_1872
6743,B402303,2/16/2020,2/16/2021,4945.4448,2020,Third party Agent,C,4945,dj_2073
6744,B402302,2/16/2020,2/16/2021,2697.1444,2020,Third party Agent,C,2697,dj_2438
6745,B402304,2/16/2020,2/16/2021,2063.6623,2020,Third party Agent,B,2064,dj_2803
6746,B402307,2/16/2020,2/16/2021,1712.7479,2020,Third party Agent,B,1713,dj_3168
6747,B402305,2/16/2020,2/16/2021,7743.5791,2020,Third party Agent,D,7744,dj_3533
6748,B402306,2/16/2020,2/16/2021,2582.8932,2020,Third party Agent,C,2583,dj_3898
6749,B404358,2/16/2020,2/16/2021,2777.5,2020,Third party Agent,A,2778,dj_4129
6750,B404360,2/16/2020,2/16/2021,2714.88,2020,Third party Agent,C,2715,dj_4495
6751,B404361,2/16/2020,2/16/2021,3881.43,2020,Third party Agent,B,3881,dj_4861
6752,B404359,2/16/2020,2/16/2021,5384.31,2020,Third party Agent,C,5384,dj_5227
6753,B404363,2/16/2020,2/16/2021,3252.2,2020,Third party Agent,A,3252,dj_5593
6754,B404362,2/16/2020,2/16/2021,4741.95,2020,Third party Agent,B,4742,dj_5959
6755,B400285,2/17/2020,2/17/2021,6887.7152,2020,Third party Agent,D,6888,dj_48
6756,B400282,2/17/2020,2/17/2021,2897.084,2020,Third party Agent,C,2897,dj_413
6757,B400286,2/17/2020,2/17/2021,1699.4866,2020,Third party Agent,B,1699,dj_778
6758,B400287,2/17/2020,2/17/2021,3039.898,2020,Third party Agent,B,3040,dj_1143
6759,B400283,2/17/2020,2/17/2021,4854.6559,2020,Third party Agent,C,4855,dj_1508
6760,B402309,2/17/2020,2/17/2021,5205.5703,2020,Third party Agent,C,5206,dj_2074
6761,B402310,2/17/2020,2/17/2021,3902.9026,2020,Third party Agent,A,3903,dj_2439
6762,B402311,2/17/2020,2/17/2021,5224.9522,2020,Third party Agent,B,5225,dj_2804
6763,B402312,2/17/2020,2/17/2021,2724.6871,2020,Third party Agent,B,2725,dj_3169
6764,B402308,2/17/2020,2/17/2021,2305.426,2020,Third party Agent,B,2305,dj_3534
6765,B402313,2/17/2020,2/17/2021,2673.6821,2020,Third party Agent,A,2674,dj_3899
6766,B404364,2/17/2020,2/17/2021,1751.34,2020,Third party Agent,B,1751,dj_4130
6767,B404367,2/17/2020,2/17/2021,3571.36,2020,Third party Agent,A,3571,dj_4496
6768,B404365,2/17/2020,2/17/2021,4568.23,2020,Third party Agent,B,4568,dj_4862
6769,B404369,2/17/2020,2/17/2021,5752.96,2020,Third party Agent,D,5753,dj_5228
6770,B404366,2/17/2020,2/17/2021,4049.09,2020,Third party Agent,C,4049,dj_5594
6771,B404368,2/17/2020,2/17/2021,5197.46,2020,Third party Agent,B,5197,dj_5960
6772,B400292,2/18/2020,2/18/2021,3697.8625,2020,Third party Agent,A,3698,dj_414
6773,B400290,2/18/2020,2/18/2021,4449.6762,2020,Third party Agent,C,4450,dj_779
6774,B400288,2/18/2020,2/18/2021,6002.2684,2020,Third party Agent,C,6002,dj_1144
6775,B400289,2/18/2020,2/18/2021,2619.6168,2020,Third party Agent,A,2620,dj_1509
6776,B400291,2/18/2020,2/18/2021,2754.27,2020,Third party Agent,C,2754,dj_1874
6777,B402314,2/18/2020,2/18/2021,4840.3745,2020,Third party Agent,C,4840,dj_2075
6778,B402318,2/18/2020,2/18/2021,5749.2836,2020,Third party Agent,C,5749,dj_2440
6779,B402315,2/18/2020,2/18/2021,3266.3602,2020,Third party Agent,D,3266,dj_2805
6780,B402316,2/18/2020,2/18/2021,3220.4557,2020,Third party Agent,A,3220,dj_3170
6781,B402317,2/18/2020,2/18/2021,5528.942,2020,Third party Agent,D,5529,dj_3535
6782,B402319,2/18/2020,2/18/2021,2187.0944,2020,Third party Agent,D,2187,dj_3900
6783,B404371,2/18/2020,2/18/2021,1342.29,2020,Third party Agent,A,1342,dj_4131
6784,B404373,2/18/2020,2/18/2021,3469.35,2020,Third party Agent,C,3469,dj_4497
6785,B404370,2/18/2020,2/18/2021,3759.22,2020,Third party Agent,C,3759,dj_4863
6786,B404375,2/18/2020,2/18/2021,4060.2,2020,Third party Agent,D,4060,dj_5229
6787,B404372,2/18/2020,2/18/2021,4971.22,2020,Third party Agent,D,4971,dj_5595
6788,B404374,2/18/2020,2/18/2021,3096.66,2020,Third party Agent,B,3097,dj_5961
6789,B400299,2/19/2020,2/19/2021,5538.1229,2020,Third party Agent,D,5538,dj_50
6790,B400297,2/19/2020,2/19/2021,6077.7558,2020,Third party Agent,B,6078,dj_780
6791,B400298,2/19/2020,2/19/2021,3772.3298,2020,Third party Agent,A,3772,dj_1145
6792,B400295,2/19/2020,2/19/2021,9116.6337,2020,Third party Agent,D,9117,dj_1510
6793,B400296,2/19/2020,2/19/2021,5525.8817,2020,Third party Agent,C,5526,dj_1875
6794,B402325,2/19/2020,2/19/2021,5866.5951,2020,Third party Agent,D,5867,dj_2076
6795,B402321,2/19/2020,2/19/2021,3367.3501,2020,Third party Agent,B,3367,dj_2441
6796,B402320,2/19/2020,2/19/2021,3161.2899,2020,Third party Agent,A,3161,dj_2806
6797,B402322,2/19/2020,2/19/2021,2552.2902,2020,Third party Agent,B,2552,dj_3171
6798,B402324,2/19/2020,2/19/2021,5303.4999,2020,Third party Agent,D,5303,dj_3536
6799,B402323,2/19/2020,2/19/2021,5881.8966,2020,Third party Agent,D,5882,dj_3901
6800,B404381,2/19/2020,2/19/2021,3460.26,2020,Third party Agent,A,3460,dj_4132
6801,B404377,2/19/2020,2/19/2021,5608.53,2020,Third party Agent,C,5609,dj_4498
6802,B404376,2/19/2020,2/19/2021,3156.25,2020,Third party Agent,B,3156,dj_4864
6803,B404379,2/19/2020,2/19/2021,6060,2020,Third party Agent,B,6060,dj_5230
6804,B404380,2/19/2020,2/19/2021,4194.53,2020,Third party Agent,C,4195,dj_5596
6805,B404378,2/19/2020,2/19/2021,4739.93,2020,Third party Agent,B,4740,dj_5962
6806,B400301,2/20/2020,2/20/2021,1785.175,2020,Third party Agent,B,1785,dj_51
6807,B400300,2/20/2020,2/20/2021,4611.8721,2020,Third party Agent,B,4612,dj_416
6808,B400303,2/20/2020,2/20/2021,2355.4109,2020,Third party Agent,A,2355,dj_781
6809,B400305,2/20/2020,2/20/2021,3825.375,2020,Third party Agent,A,3825,dj_1146
6810,B400304,2/20/2020,2/20/2021,2725.7072,2020,Third party Agent,A,2726,dj_1511
6811,B400302,2/20/2020,2/20/2021,9346.1562,2020,Third party Agent,D,9346,dj_1876
6812,B402326,2/20/2020,2/20/2021,2390.0943,2020,Third party Agent,B,2390,dj_2077
6813,B402327,2/20/2020,2/20/2021,5275.9572,2020,Third party Agent,B,5276,dj_2442
6814,B402328,2/20/2020,2/20/2021,5905.3589,2020,Third party Agent,C,5905,dj_2807
6815,B402330,2/20/2020,2/20/2021,3553.0083,2020,Third party Agent,C,3553,dj_3172
6816,B402329,2/20/2020,2/20/2021,2344.1898,2020,Third party Agent,B,2344,dj_3537
6817,B402331,2/20/2020,2/20/2021,3313.2848,2020,Third party Agent,A,3313,dj_3902
6818,B404387,2/20/2020,2/20/2021,5461.07,2020,Third party Agent,B,5461,dj_4133
6819,B404382,2/20/2020,2/20/2021,2953.24,2020,Third party Agent,A,2953,dj_4499
6820,B404383,2/20/2020,2/20/2021,1905.87,2020,Third party Agent,C,1906,dj_4865
6821,B404384,2/20/2020,2/20/2021,1997.78,2020,Third party Agent,C,1998,dj_5231
6822,B404386,2/20/2020,2/20/2021,2327.04,2020,Third party Agent,D,2327,dj_5597
6823,B404385,2/20/2020,2/20/2021,4436.93,2020,Third party Agent,D,4437,dj_5963
6824,B400307,2/21/2020,2/21/2021,9672.5882,2020,Third party Agent,D,9673,dj_52
6825,B400306,2/21/2020,2/21/2021,3809.0534,2020,Third party Agent,B,3809,dj_417
6826,B400310,2/21/2020,2/21/2021,2320.7275,2020,Third party Agent,D,2321,dj_782
6827,B400311,2/21/2020,2/21/2021,6028.791,2020,Third party Agent,C,6029,dj_1512
6828,B400309,2/21/2020,2/21/2021,1529.1299,2020,Third party Agent,A,1529,dj_1877
6829,B402332,2/21/2020,2/21/2021,2028.9789,2020,Third party Agent,B,2029,dj_2078
6830,B402334,2/21/2020,2/21/2021,1975.9337,2020,Third party Agent,A,1976,dj_2808
6831,B402336,2/21/2020,2/21/2021,3584.6314,2020,Third party Agent,C,3585,dj_3173
6832,B402337,2/21/2020,2/21/2021,4000.8322,2020,Third party Agent,D,4001,dj_3538
6833,B402333,2/21/2020,2/21/2021,4274.219,2020,Third party Agent,C,4274,dj_3903
6834,B404393,2/21/2020,2/21/2021,6523.59,2020,Third party Agent,D,6524,dj_4134
6835,B404388,2/21/2020,2/21/2021,5297.45,2020,Third party Agent,B,5297,dj_4500
6836,B404390,2/21/2020,2/21/2021,3656.2,2020,Third party Agent,B,3656,dj_4866
6837,B404391,2/21/2020,2/21/2021,1216.04,2020,Third party Agent,A,1216,dj_5232
6838,B404392,2/21/2020,2/21/2021,4739.93,2020,Third party Agent,B,4740,dj_5598
6839,B404389,2/21/2020,2/21/2021,3078.48,2020,Third party Agent,A,3078,dj_5964
6840,B400317,2/22/2020,2/22/2021,3707.0434,2020,Third party Agent,A,3707,dj_53
6841,B400313,2/22/2020,2/22/2021,2942.9885,2020,Third party Agent,A,2943,dj_783
6842,B400314,2/22/2020,2/22/2021,5021.9523,2020,Third party Agent,D,5022,dj_1148
6843,B400312,2/22/2020,2/22/2021,2935.8478,2020,Third party Agent,A,2936,dj_1513
6844,B400315,2/22/2020,2/22/2021,3587.6917,2020,Third party Agent,A,3588,dj_1878
6845,B402338,2/22/2020,2/22/2021,2887.9031,2020,Third party Agent,B,2888,dj_2079
6846,B402343,2/22/2020,2/22/2021,2359.4913,2020,Third party Agent,C,2359,dj_2444
6847,B402339,2/22/2020,2/22/2021,2877.7021,2020,Third party Agent,B,2878,dj_2809
6848,B402340,2/22/2020,2/22/2021,2925.6468,2020,Third party Agent,D,2926,dj_3174
6849,B402341,2/22/2020,2/22/2021,3866.179,2020,Third party Agent,B,3866,dj_3539
6850,B402342,2/22/2020,2/22/2021,4172.209,2020,Third party Agent,D,4172,dj_3904
6851,B404398,2/22/2020,2/22/2021,3451.17,2020,Third party Agent,C,3451,dj_4135
6852,B404394,2/22/2020,2/22/2021,3468.34,2020,Third party Agent,A,3468,dj_4501
6853,B404396,2/22/2020,2/22/2021,4759.12,2020,Third party Agent,C,4759,dj_4867
6854,B404395,2/22/2020,2/22/2021,3771.34,2020,Third party Agent,B,3771,dj_5233
6855,B404399,2/22/2020,2/22/2021,9541.47,2020,Third party Agent,D,9541,dj_5599
6856,B404397,2/22/2020,2/22/2021,9551.57,2020,Third party Agent,D,9552,dj_5965
6857,B400318,2/23/2020,2/23/2021,3021.5362,2020,Third party Agent,A,3022,dj_419
6858,B400321,2/23/2020,2/23/2021,5351.4446,2020,Third party Agent,B,5351,dj_1149
6859,B400322,2/23/2020,2/23/2021,3133.7472,2020,Third party Agent,A,3134,dj_1514
6860,B400323,2/23/2020,2/23/2021,2898.1041,2020,Third party Agent,A,2898,dj_1879
6861,B402348,2/23/2020,2/23/2021,4831.1936,2020,Third party Agent,C,4831,dj_2080
6862,B402347,2/23/2020,2/23/2021,3001.1342,2020,Third party Agent,A,3001,dj_2445
6863,B402345,2/23/2020,2/23/2021,2900.1443,2020,Third party Agent,D,2900,dj_2810
6864,B402346,2/23/2020,2/23/2021,4363.9878,2020,Third party Agent,B,4364,dj_3175
6865,B402349,2/23/2020,2/23/2021,1833.1197,2020,Third party Agent,B,1833,dj_3540
6866,B402344,2/23/2020,2/23/2021,5987.987,2020,Third party Agent,B,5988,dj_3905
6867,B404403,2/23/2020,2/23/2021,1799.82,2020,Third party Agent,A,1800,dj_4136
6868,B404400,2/23/2020,2/23/2021,2312.9,2020,Third party Agent,C,2313,dj_4502
6869,B404401,2/23/2020,2/23/2021,3956.17,2020,Third party Agent,B,3956,dj_4868
6870,B404404,2/23/2020,2/23/2021,6411.48,2020,Third party Agent,D,6411,dj_5234
6871,B404402,2/23/2020,2/23/2021,4040,2020,Third party Agent,A,4040,dj_5600
6872,B404405,2/23/2020,2/23/2021,5311.59,2020,Third party Agent,D,5312,dj_5966
6873,B400327,2/24/2020,2/24/2021,5039.294,2020,Third party Agent,C,5039,dj_420
6874,B400324,2/24/2020,2/24/2021,4672.058,2020,Third party Agent,C,4672,dj_785
6875,B400325,2/24/2020,2/24/2021,4037.5558,2020,Third party Agent,C,4038,dj_1150
6876,B400326,2/24/2020,2/24/2021,3209.2346,2020,Third party Agent,A,3209,dj_1880
6877,B402353,2/24/2020,2/24/2021,5816.6102,2020,Third party Agent,C,5817,dj_2081
6878,B402350,2/24/2020,2/24/2021,2939.9282,2020,Third party Agent,D,2940,dj_2446
6879,B402351,2/24/2020,2/24/2021,8637.1867,2020,Third party Agent,D,8637,dj_2811
6880,B402352,2/24/2020,2/24/2021,1754.572,2020,Third party Agent,A,1755,dj_3176
6881,B402354,2/24/2020,2/24/2021,3211.2748,2020,Third party Agent,C,3211,dj_3541
6882,B402355,2/24/2020,2/24/2021,4544.5455,2020,Third party Agent,B,4545,dj_3906
6883,B404411,2/24/2020,2/24/2021,3713.77,2020,Third party Agent,A,3714,dj_4137
6884,B404407,2/24/2020,2/24/2021,5876.18,2020,Third party Agent,C,5876,dj_4503
6885,B404408,2/24/2020,2/24/2021,2485.61,2020,Third party Agent,A,2486,dj_4869
6886,B404410,2/24/2020,2/24/2021,7953.75,2020,Third party Agent,D,7954,dj_5235
6887,B404406,2/24/2020,2/24/2021,1712.96,2020,Third party Agent,A,1713,dj_5601
6888,B404409,2/24/2020,2/24/2021,3324.92,2020,Third party Agent,C,3325,dj_5967
6889,B400332,2/25/2020,2/25/2021,4623.0932,2020,Third party Agent,B,4623,dj_56
6890,B400330,2/25/2020,2/25/2021,4135.4854,2020,Third party Agent,B,4135,dj_421
6891,B400333,2/25/2020,2/25/2021,3314.3049,2020,Third party Agent,A,3314,dj_786
6892,B400334,2/25/2020,2/25/2021,5038.2739,2020,Third party Agent,D,5038,dj_1151
6893,B400331,2/25/2020,2/25/2021,5713.5801,2020,Third party Agent,C,5714,dj_1516
6894,B400335,2/25/2020,2/25/2021,2378.8732,2020,Third party Agent,B,2379,dj_1881
6895,B402359,2/25/2020,2/25/2021,1435.2807,2020,Third party Agent,A,1435,dj_2447
6896,B402360,2/25/2020,2/25/2021,2567.5917,2020,Third party Agent,A,2568,dj_2812
6897,B402361,2/25/2020,2/25/2021,2686.9434,2020,Third party Agent,C,2687,dj_3177
6898,B402358,2/25/2020,2/25/2021,2302.3657,2020,Third party Agent,B,2302,dj_3542
6899,B402357,2/25/2020,2/25/2021,1629.0997,2020,Third party Agent,C,1629,dj_3907
6900,B404413,2/25/2020,2/25/2021,3033.03,2020,Third party Agent,A,3033,dj_4138
6901,B404416,2/25/2020,2/25/2021,1818,2020,Third party Agent,B,1818,dj_4504
6902,B404415,2/25/2020,2/25/2021,2871.43,2020,Third party Agent,C,2871,dj_4870
6903,B404417,2/25/2020,2/25/2021,4300.58,2020,Third party Agent,D,4301,dj_5236
6904,B404412,2/25/2020,2/25/2021,3599.64,2020,Third party Agent,B,3600,dj_5602
6905,B404414,2/25/2020,2/25/2021,9309.17,2020,Third party Agent,D,9309,dj_5968
6906,B400340,2/26/2020,2/26/2021,6801.0067,2020,Third party Agent,D,6801,dj_422
6907,B400341,2/26/2020,2/26/2021,4960.7463,2020,Third party Agent,B,4961,dj_1152
6908,B400339,2/26/2020,2/26/2021,3311.2446,2020,Third party Agent,B,3311,dj_1517
6909,B400336,2/26/2020,2/26/2021,5537.1028,2020,Third party Agent,C,5537,dj_1882
6910,B402362,2/26/2020,2/26/2021,5006.6508,2020,Third party Agent,C,5007,dj_2083
6911,B402363,2/26/2020,2/26/2021,2529.848,2020,Third party Agent,A,2530,dj_2448
6912,B402365,2/26/2020,2/26/2021,1403.6576,2020,Third party Agent,A,1404,dj_2813
6913,B402366,2/26/2020,2/26/2021,3386.732,2020,Third party Agent,B,3387,dj_3178
6914,B402364,2/26/2020,2/26/2021,2146.2904,2020,Third party Agent,A,2146,dj_3543
6915,B402367,2/26/2020,2/26/2021,1427.1199,2020,Third party Agent,A,1427,dj_3908
6916,B404423,2/26/2020,2/26/2021,2815.88,2020,Third party Agent,D,2816,dj_4139
6917,B404421,2/26/2020,2/26/2021,6689.23,2020,Third party Agent,D,6689,dj_4505
6918,B404422,2/26/2020,2/26/2021,4425.82,2020,Third party Agent,B,4426,dj_4871
6919,B404420,2/26/2020,2/26/2021,6081.21,2020,Third party Agent,D,6081,dj_5237
6920,B404419,2/26/2020,2/26/2021,1928.09,2020,Third party Agent,C,1928,dj_5603
6921,B404418,2/26/2020,2/26/2021,2200.79,2020,Third party Agent,A,2201,dj_5969
6922,B400344,2/27/2020,2/27/2021,7353.9009,2020,Third party Agent,D,7354,dj_58
6923,B400343,2/27/2020,2/27/2021,7281.4738,2020,Third party Agent,D,7281,dj_423
6924,B400346,2/27/2020,2/27/2021,4082.4402,2020,Third party Agent,B,4082,dj_788
6925,B400342,2/27/2020,2/27/2021,2743.0489,2020,Third party Agent,A,2743,dj_1153
6926,B400347,2/27/2020,2/27/2021,4619.0128,2020,Third party Agent,C,4619,dj_1518
6927,B400345,2/27/2020,2/27/2021,2068.7628,2020,Third party Agent,A,2069,dj_1883
6928,B402368,2/27/2020,2/27/2021,4064.0784,2020,Third party Agent,C,4064,dj_2084
6929,B402369,2/27/2020,2/27/2021,5333.0828,2020,Third party Agent,C,5333,dj_2449
6930,B402372,2/27/2020,2/27/2021,4556.7867,2020,Third party Agent,C,4557,dj_2814
6931,B402370,2/27/2020,2/27/2021,3278.6014,2020,Third party Agent,C,3279,dj_3179
6932,B402371,2/27/2020,2/27/2021,3504.0435,2020,Third party Agent,A,3504,dj_3544
6933,B402373,2/27/2020,2/27/2021,4937.284,2020,Third party Agent,B,4937,dj_3909
6934,B404427,2/27/2020,2/27/2021,4467.23,2020,Third party Agent,C,4467,dj_4140
6935,B404425,2/27/2020,2/27/2021,5937.79,2020,Third party Agent,D,5938,dj_4506
6936,B404424,2/27/2020,2/27/2021,2651.25,2020,Third party Agent,A,2651,dj_4872
6937,B404426,2/27/2020,2/27/2021,5000.51,2020,Third party Agent,B,5001,dj_5238
6938,B404428,2/27/2020,2/27/2021,4968.19,2020,Third party Agent,B,4968,dj_5604
6939,B404429,2/27/2020,2/27/2021,8956.68,2020,Third party Agent,D,8957,dj_5970
6940,B400353,2/28/2020,2/28/2021,4095.7015,2020,Third party Agent,B,4096,dj_59
6941,B400349,2/28/2020,2/28/2021,1625.0193,2020,Third party Agent,B,1625,dj_424
6942,B400350,2/28/2020,2/28/2021,4224.2341,2020,Third party Agent,B,4224,dj_789
6943,B400351,2/28/2020,2/28/2021,2676.7424,2020,Third party Agent,C,2677,dj_1519
6944,B400348,2/28/2020,2/28/2021,2966.4508,2020,Third party Agent,A,2966,dj_1884
6945,B402377,2/28/2020,2/28/2021,1732.1298,2020,Third party Agent,A,1732,dj_2085
6946,B402374,2/28/2020,2/28/2021,1733.1499,2020,Third party Agent,A,1733,dj_2450
6947,B402375,2/28/2020,2/28/2021,1385.2958,2020,Third party Agent,A,1385,dj_2815
6948,B402378,2/28/2020,2/28/2021,5920.6604,2020,Third party Agent,B,5921,dj_3180
6949,B402379,2/28/2020,2/28/2021,3615.2344,2020,Third party Agent,C,3615,dj_3545
6950,B402376,2/28/2020,2/28/2021,3366.33,2020,Third party Agent,A,3366,dj_3910
6951,B404434,2/28/2020,2/28/2021,6857.9,2020,Third party Agent,D,6858,dj_4141
6952,B404435,2/28/2020,2/28/2021,9861.64,2020,Third party Agent,D,9862,dj_4507
6953,B404430,2/28/2020,2/28/2021,1726.09,2020,Third party Agent,C,1726,dj_4873
6954,B404431,2/28/2020,2/28/2021,5728.72,2020,Third party Agent,B,5729,dj_5239
6955,B404432,2/28/2020,2/28/2021,1581.66,2020,Third party Agent,B,1582,dj_5605
6956,B404433,2/28/2020,2/28/2021,4675.29,2020,Third party Agent,C,4675,dj_5971
6957,B404441,2/29/2020,2/28/2021,5720.64,2020,Third party Agent,C,5721,dj_4142
6958,B404436,2/29/2020,2/28/2021,2735.08,2020,Third party Agent,C,2735,dj_4508
6959,B404439,2/29/2020,2/28/2021,3444.1,2020,Third party Agent,A,3444,dj_4874
6960,B404437,2/29/2020,2/28/2021,2437.13,2020,Third party Agent,C,2437,dj_5240
6961,B404440,2/29/2020,2/28/2021,7198.27,2020,Third party Agent,D,7198,dj_5606
6962,B404438,2/29/2020,2/28/2021,2817.9,2020,Third party Agent,A,2818,dj_5972
6963,B400356,3/1/2020,3/1/2021,1281.2456,2020,Third party Agent,A,1281,dj_60
6964,B400355,3/1/2020,3/1/2021,5399.3893,2020,Third party Agent,C,5399,dj_425
6965,B400359,3/1/2020,3/1/2021,3299.0034,2020,Third party Agent,B,3299,dj_790
6966,B400357,3/1/2020,3/1/2021,2741.0087,2020,Third party Agent,C,2741,dj_1155
6967,B400354,3/1/2020,3/1/2021,3190.8728,2020,Third party Agent,A,3191,dj_1520
6968,B402380,3/1/2020,3/1/2021,4698.5806,2020,Third party Agent,D,4699,dj_2086
6969,B402384,3/1/2020,3/1/2021,6002.2684,2020,Third party Agent,B,6002,dj_2816
6970,B402381,3/1/2020,3/1/2021,5459.5752,2020,Third party Agent,D,5460,dj_3181
6971,B402382,3/1/2020,3/1/2021,4282.3798,2020,Third party Agent,B,4282,dj_3546
6972,B402385,3/1/2020,3/1/2021,3931.4654,2020,Third party Agent,C,3931,dj_3911
6973,B404445,3/1/2020,3/1/2021,1575.6,2020,Third party Agent,A,1576,dj_4143
6974,B404447,3/1/2020,3/1/2021,4686.4,2020,Third party Agent,C,4686,dj_4509
6975,B404444,3/1/2020,3/1/2021,1392.79,2020,Third party Agent,A,1393,dj_4875
6976,B404442,3/1/2020,3/1/2021,4186.45,2020,Third party Agent,D,4186,dj_5241
6977,B404443,3/1/2020,3/1/2021,5998.39,2020,Third party Agent,C,5998,dj_5607
6978,B404446,3/1/2020,3/1/2021,5100.5,2020,Third party Agent,C,5101,dj_5973
6979,B400362,3/2/2020,3/2/2021,4014.0935,2020,Third party Agent,A,4014,dj_61
6980,B400365,3/2/2020,3/2/2021,2178.9336,2020,Third party Agent,B,2179,dj_426
6981,B400363,3/2/2020,3/2/2021,4728.1635,2020,Third party Agent,B,4728,dj_791
6982,B400360,3/2/2020,3/2/2021,7710.9359,2020,Third party Agent,D,7711,dj_1156
6983,B400364,3/2/2020,3/2/2021,2123.8482,2020,Third party Agent,C,2124,dj_1521
6984,B400361,3/2/2020,3/2/2021,2664.5012,2020,Third party Agent,A,2665,dj_1886
6985,B402386,3/2/2020,3/2/2021,2034.0794,2020,Third party Agent,A,2034,dj_2087
6986,B402388,3/2/2020,3/2/2021,3928.4051,2020,Third party Agent,C,3928,dj_2452
6987,B402387,3/2/2020,3/2/2021,5003.5905,2020,Third party Agent,B,5004,dj_2817
6988,B402389,3/2/2020,3/2/2021,8897.3122,2020,Third party Agent,D,8897,dj_3182
6989,B402390,3/2/2020,3/2/2021,3304.1039,2020,Third party Agent,A,3304,dj_3547
6990,B402391,3/2/2020,3/2/2021,3304.1039,2020,Third party Agent,C,3304,dj_3912
6991,B404448,3/2/2020,3/2/2021,5318.66,2020,Third party Agent,C,5319,dj_4144
6992,B404452,3/2/2020,3/2/2021,3180.49,2020,Third party Agent,B,3180,dj_4510
6993,B404451,3/2/2020,3/2/2021,1781.64,2020,Third party Agent,B,1782,dj_4876
6994,B404453,3/2/2020,3/2/2021,2023.03,2020,Third party Agent,C,2023,dj_5242
6995,B404449,3/2/2020,3/2/2021,1812.95,2020,Third party Agent,A,1813,dj_5608
6996,B404450,3/2/2020,3/2/2021,4825.78,2020,Third party Agent,D,4826,dj_5974
6997,B400370,3/3/2020,3/3/2021,1923.9086,2020,Third party Agent,B,1924,dj_62
