Customer id,Survey year,Satisfaction score
dj_1794,2019,3.2
dj_1429,2019,4.2
dj_698,2019,2.9
dj_333,2019,3
dj_1793,2019,3
dj_1428,2019,4.5
dj_1063,2019,3.8
dj_1062,2019,4.5
dj_697,2019,4.3
dj_332,2019,3.7
dj_1792,2019,2.9
dj_1427,2019,4
dj_1061,2019,2.4
dj_331,2019,2.6
dj_1426,2019,3.8
dj_330,2019,2.7
dj_695,2019,3.2
dj_1790,2019,4.1
dj_1425,2019,4.8
dj_1060,2019,4.4
dj_1789,2019,4.2
dj_1059,2019,2.7
dj_329,2019,3.2
dj_1424,2019,2.7
dj_1788,2019,3.8
dj_1058,2019,3
dj_1423,2019,2.8
dj_692,2019,2.4
dj_1787,2019,3.2
dj_327,2019,2.5
dj_1422,2019,4.5
dj_1057,2019,3.9
dj_326,2019,4.4
dj_1786,2019,3.6
dj_1056,2019,2.4
dj_691,2019,3.3
dj_1421,2019,3.8
dj_1785,2019,4.1
dj_1055,2019,3.1
dj_325,2019,3.1
dj_1420,2019,4.3
dj_324,2019,3.2
dj_1784,2019,4.4
dj_1419,2019,4.2
dj_1054,2019,2.9
dj_688,2019,3
dj_1783,2019,3.5
dj_1053,2019,3.2
dj_1418,2019,3.3
dj_322,2019,2.9
dj_1052,2019,3.1
dj_1782,2019,3.3
dj_1417,2019,3.5
dj_686,2019,4.6
dj_321,2019,4.7
dj_1781,2019,3.1
dj_1416,2019,4.7
dj_1051,2019,4.3
dj_1050,2019,2.9
dj_685,2019,2.4
dj_1780,2019,4.8
dj_1415,2019,2.7
dj_684,2019,4.1
dj_1049,2019,3.6
dj_319,2019,2.5
dj_1779,2019,4.3
dj_1414,2019,3.3
dj_318,2019,2.4
dj_683,2019,3.3
dj_1778,2019,2.6
dj_1413,2019,3.5
dj_1048,2019,3.3
dj_682,2019,2.6
dj_1047,2019,3.2
dj_1412,2019,4
dj_1776,2019,2.8
dj_1046,2019,4
dj_681,2019,4.6
dj_316,2019,4.1
dj_1411,2019,4.5
dj_680,2019,2.6
dj_315,2019,3.8
dj_1775,2019,2.5
dj_1410,2019,3.6
dj_1045,2019,2.5
dj_314,2019,4.6
dj_1774,2019,3.6
dj_1044,2019,4.1
dj_679,2019,2.6
dj_1409,2019,2.9
dj_678,2019,4.7
dj_1043,2019,2.8
dj_1773,2019,2.8
dj_1408,2019,2.8
dj_677,2019,4.3
dj_312,2019,4.8
dj_1772,2019,4.5
dj_1407,2019,3.1
dj_1042,2019,2.9
dj_676,2019,4.6
dj_1041,2019,4.1
dj_311,2019,4
dj_1771,2019,2.6
dj_1406,2019,4
dj_310,2019,4.1
dj_1770,2019,4.7
dj_1040,2019,4.2
dj_675,2019,4.8
dj_1405,2019,4
dj_674,2019,3.1
dj_309,2019,4.2
dj_1404,2019,2.8
dj_1039,2019,4.5
dj_1768,2019,3
dj_1038,2019,3.3
dj_673,2019,4.5
dj_308,2019,4.5
dj_1403,2019,3.4
dj_672,2019,4.7
dj_1767,2019,2.6
dj_1037,2019,3.3
dj_307,2019,3.2
dj_1402,2019,3.2
dj_306,2019,4.1
dj_671,2019,3.8
dj_1401,2019,2.4
dj_1036,2019,2.4
dj_670,2019,2.9
dj_1765,2019,2.9
dj_1035,2019,4.1
dj_305,2019,3.7
dj_1400,2019,4.2
dj_1034,2019,3.6
dj_669,2019,4.7
dj_304,2019,2.5
dj_1764,2019,3.2
dj_1399,2019,3.5
dj_668,2019,4.1
dj_303,2019,2.5
dj_1763,2019,4.1
dj_1398,2019,4.6
dj_1033,2019,2.5
dj_302,2019,3.9
dj_1032,2019,3.7
dj_667,2019,3
dj_1762,2019,2.8
dj_1397,2019,2.4
dj_666,2019,4.2
dj_1761,2019,2.7
dj_1031,2019,3
dj_301,2019,3.8
dj_1396,2019,4.8
dj_665,2019,3.4
dj_300,2019,2.9
dj_1760,2019,3.1
dj_1395,2019,4.4
dj_1030,2019,4.7
dj_664,2019,3.4
dj_1759,2019,4.1
dj_1029,2019,3.4
dj_299,2019,4.6
dj_1394,2019,4.6
dj_1758,2019,3.2
dj_1028,2019,3.3
dj_663,2019,2.7
dj_1393,2019,3.6
dj_662,2019,2.7
dj_1757,2019,4.4
dj_297,2019,2.5
dj_1392,2019,4.3
dj_1027,2019,3.4
dj_1756,2019,4.8
dj_1026,2019,4.5
dj_661,2019,3.9
dj_296,2019,3.7
dj_1391,2019,4.6
dj_1025,2019,3
dj_295,2019,2.8
dj_1755,2019,2.9
dj_1390,2019,3.3
dj_1754,2019,4.1
dj_1389,2019,2.8
dj_1024,2019,3.2
dj_658,2019,4.8
dj_1023,2019,2.6
dj_293,2019,4.3
dj_1753,2019,4.3
dj_1388,2019,3.7
dj_1022,2019,3.1
dj_657,2019,2.8
dj_292,2019,3.3
dj_1752,2019,3
dj_1387,2019,4.3
dj_656,2019,3.8
dj_1751,2019,4.1
dj_1386,2019,3.9
dj_1021,2019,4.2
dj_1750,2019,4.3
dj_1020,2019,3.4
dj_1385,2019,3.4
dj_654,2019,2.8
dj_1019,2019,2.9
dj_289,2019,3.6
dj_1749,2019,3.6
dj_1384,2019,3.5
dj_653,2019,4.1
dj_1748,2019,2.9
dj_1383,2019,2.4
dj_1018,2019,3
dj_652,2019,4.8
dj_1747,2019,3.5
dj_1017,2019,4.6
dj_1382,2019,4.7
dj_286,2019,3.6
dj_1746,2019,2.8
dj_1016,2019,3
dj_651,2019,4.6
dj_1381,2019,3
dj_650,2019,3
dj_285,2019,3.4
dj_1745,2019,4.5
dj_1380,2019,4.2
dj_1015,2019,2.4
dj_1744,2019,4.3
dj_1014,2019,4
dj_649,2019,4.7
dj_284,2019,3.4
dj_1379,2019,4.7
dj_648,2019,3.7
dj_283,2019,3.8
dj_1743,2019,2.6
dj_1378,2019,2.5
dj_647,2019,4.8
dj_1742,2019,2.8
dj_1377,2019,2.5
dj_1012,2019,2.9
dj_646,2019,2.9
dj_1011,2019,4.7
dj_281,2019,3.5
dj_1741,2019,2.9
dj_1376,2019,2.5
dj_1010,2019,4
dj_645,2019,4
dj_280,2019,3.8
dj_1740,2019,4
dj_1375,2019,2.5
dj_644,2019,2.7
dj_279,2019,3
dj_1739,2019,3.8
dj_1374,2019,2.4
dj_1009,2019,2.5
dj_278,2019,4
dj_1738,2019,3.7
dj_1008,2019,3.2
dj_643,2019,4.6
dj_1373,2019,3.4
dj_642,2019,2.7
dj_1737,2019,2.5
dj_1007,2019,3.3
dj_277,2019,3.3
dj_1372,2019,4.3
dj_1736,2019,3.9
dj_641,2019,3.1
dj_276,2019,2.6
dj_1371,2019,3.6
dj_1006,2019,2.4
dj_640,2019,2.5
dj_275,2019,3.7
dj_1735,2019,4.6
dj_1370,2019,4.4
dj_1004,2019,3.2
dj_639,2019,4.6
dj_1734,2019,3.1
dj_1369,2019,2.8
dj_638,2019,3.4
dj_1733,2019,3
dj_273,2019,3.3
dj_1368,2019,4.6
dj_1003,2019,2.8
dj_1002,2019,4.6
dj_637,2019,3.9
dj_1732,2019,4
dj_1367,2019,4.6
dj_636,2019,3.7
dj_1001,2019,4.5
dj_1731,2019,4.3
dj_1366,2019,4.2
dj_270,2019,3.2
dj_1730,2019,3.1
dj_1365,2019,2.5
dj_1000,2019,4.5
dj_999,2019,2.8
dj_634,2019,2.8
dj_269,2019,4.2
dj_1729,2019,2.4
dj_1364,2019,3.3
dj_998,2019,4.3
dj_633,2019,4.2
dj_268,2019,4.7
dj_1728,2019,3.6
dj_1363,2019,3.2
dj_632,2019,2.4
dj_1727,2019,4.1
dj_997,2019,3.7
dj_267,2019,4.5
dj_1362,2019,4.1
dj_996,2019,2.7
dj_266,2019,2.9
dj_631,2019,2.6
dj_1726,2019,3.3
dj_1361,2019,3
dj_995,2019,2.8
dj_630,2019,4.4
dj_265,2019,2.7
dj_1725,2019,4.7
dj_1360,2019,3.8
dj_1724,2019,3
dj_994,2019,4.5
dj_629,2019,2.8
dj_264,2019,2.4
dj_1359,2019,4.4
dj_993,2019,2.4
dj_628,2019,3.5
dj_1723,2019,3.6
dj_263,2019,4.5
dj_1358,2019,4
dj_992,2019,3.6
dj_262,2019,2.4
dj_627,2019,3.1
dj_1722,2019,3
dj_1357,2019,3.9
dj_626,2019,4.4
dj_991,2019,3.1
dj_261,2019,4.2
dj_1721,2019,4.7
dj_1356,2019,2.4
dj_990,2019,2.4
dj_625,2019,2.6
dj_260,2019,4.3
dj_1720,2019,3.9
dj_1355,2019,3.1
dj_989,2019,4.1
dj_624,2019,3.9
dj_1719,2019,2.4
dj_259,2019,2.4
dj_1354,2019,4.5
dj_258,2019,3.2
dj_1718,2019,2.5
dj_988,2019,4.7
dj_623,2019,3.9
dj_1353,2019,3.8
dj_987,2019,3.6
dj_622,2019,2.5
dj_1717,2019,4.6
dj_257,2019,3.7
dj_1352,2019,4.1
dj_986,2019,3.8
dj_1716,2019,3.1
dj_621,2019,3.8
dj_1351,2019,3.4
dj_620,2019,4
dj_1715,2019,3.5
dj_985,2019,2.6
dj_1350,2019,4.7
dj_984,2019,2.8
dj_254,2019,2.4
dj_1714,2019,4.4
dj_619,2019,2.5
dj_1349,2019,2.4
dj_983,2019,2.9
dj_618,2019,3.8
dj_1713,2019,2.5
dj_253,2019,3
dj_1348,2019,4
dj_982,2019,4.3
dj_617,2019,3.3
dj_252,2019,4.2
dj_1712,2019,2.6
dj_1347,2019,3.8
dj_981,2019,4.1
dj_616,2019,3.3
dj_1711,2019,4.5
dj_251,2019,4.2
dj_1346,2019,2.4
dj_980,2019,4.1
dj_250,2019,4.7
dj_1710,2019,2.5
dj_615,2019,3
dj_1345,2019,4.7
dj_614,2019,3.2
dj_979,2019,2.7
dj_249,2019,2.5
dj_1709,2019,2.5
dj_1344,2019,3.2
dj_978,2019,3.1
dj_1708,2019,3.7
dj_1343,2019,4.1
dj_248,2019,4.4
dj_977,2019,3.1
dj_612,2019,2.7
dj_1707,2019,2.7
dj_1342,2019,3.8
dj_247,2019,3.1
dj_246,2019,3.8
dj_1341,2019,2.7
dj_976,2019,4.1
dj_1706,2019,2.6
dj_975,2019,3.5
dj_610,2019,3.9
dj_1705,2019,4.6
dj_1340,2019,4.5
dj_245,2019,2.4
dj_974,2019,4.1
dj_1704,2019,3.5
dj_1339,2019,3.8
dj_609,2019,3.2
dj_244,2019,3.6
dj_1703,2019,3.6
dj_1338,2019,4.8
dj_973,2019,4
dj_243,2019,2.7
dj_972,2019,3.9
dj_242,2019,3
dj_1702,2019,3.6
dj_1337,2019,3.3
dj_607,2019,3
dj_606,2019,2.7
dj_1336,2019,3.3
dj_241,2019,4.4
dj_1701,2019,2.4
dj_1335,2019,4
dj_970,2019,2.6
dj_240,2019,2.9
dj_1700,2019,2.8
dj_969,2019,3.3
dj_604,2019,3
dj_1334,2019,2.6
dj_239,2019,3.8
dj_1699,2019,2.7
dj_968,2019,2.8
dj_238,2019,3.8
dj_1698,2019,3
dj_1333,2019,3.4
dj_603,2019,4.4
dj_602,2019,3.9
dj_1697,2019,3.7
dj_1332,2019,2.9
dj_967,2019,3.1
dj_237,2019,4
dj_966,2019,2.6
dj_1696,2019,2.8
dj_1331,2019,4
dj_601,2019,3.2
dj_236,2019,3.9
dj_965,2019,3.2
dj_600,2019,4.4
dj_1330,2019,4.8
dj_235,2019,2.8
dj_1695,2019,3.1
dj_234,2019,3.4
dj_1329,2019,3
dj_964,2019,2.7
dj_1694,2019,4.2
dj_963,2019,3
dj_598,2019,3.2
dj_1693,2019,3.1
dj_1328,2019,3.8
dj_233,2019,2.6
dj_962,2019,2.5
dj_1327,2019,3.6
dj_597,2019,4.8
dj_232,2019,3.1
dj_1692,2019,4.8
dj_596,2019,4.7
dj_1691,2019,2.4
dj_1326,2019,4.4
dj_961,2019,4.1
dj_231,2019,3.2
dj_960,2019,3.3
dj_230,2019,4.7
dj_1325,2019,3.1
dj_595,2019,4.2
dj_1690,2019,4.7
dj_959,2019,3.1
dj_594,2019,4.2
dj_1324,2019,3
dj_1689,2019,2.8
dj_1323,2019,4.1
dj_958,2019,4
dj_593,2019,4.8
dj_228,2019,3.2
dj_1688,2019,2.6
dj_957,2019,3.5
dj_592,2019,3.1
dj_1687,2019,3.9
dj_1322,2019,2.4
dj_227,2019,4.1
dj_956,2019,3.6
dj_226,2019,2.9
dj_1321,2019,2.9
dj_1686,2019,3.2
dj_590,2019,3.2
dj_1320,2019,2.5
dj_225,2019,3.7
dj_1685,2019,4.1
dj_954,2019,4.8
dj_1319,2019,4
dj_589,2019,3.9
dj_224,2019,3.5
dj_1684,2019,2.8
dj_953,2019,3.3
dj_588,2019,4.4
dj_1683,2019,4.8
dj_1318,2019,2.6
dj_223,2019,3.6
dj_222,2019,2.4
dj_1682,2019,3.7
dj_1317,2019,2.8
dj_952,2019,3.7
dj_587,2019,4.3
dj_586,2019,3.3
dj_1681,2019,3.7
dj_1316,2019,3.8
dj_950,2019,4.8
dj_1680,2019,4.1
dj_1315,2019,4.4
dj_585,2019,2.6
dj_220,2019,3.4
dj_584,2019,3.8
dj_1679,2019,3.7
dj_1314,2019,3.8
dj_949,2019,4.6
dj_219,2019,4
dj_218,2019,3.7
dj_1313,2019,2.7
dj_583,2019,3.1
dj_1678,2019,4.3
dj_947,2019,4.7
dj_582,2019,3.9
dj_1677,2019,2.9
dj_1312,2019,4.4
dj_217,2019,3.5
dj_1311,2019,2.4
dj_946,2019,2.6
dj_581,2019,3.3
dj_216,2019,2.7
dj_1676,2019,4.8
dj_945,2019,4
dj_580,2019,3.2
dj_1675,2019,4.1
dj_1310,2019,4.1
dj_215,2019,2.1
dj_944,2019,4.2
dj_1309,2019,2.4
dj_579,2019,4.2
dj_1674,2019,3.5
dj_578,2019,3.2
dj_1673,2019,4.7
dj_1308,2019,3
dj_943,2019,2.9
dj_213,2019,1.8
dj_942,2019,3
dj_1307,2019,2.4
dj_577,2019,3.9
dj_212,2019,3.1
dj_1672,2019,2.5
dj_941,2019,3.8
dj_576,2019,4.1
dj_1671,2019,4.8
dj_1306,2019,3.8
dj_211,2019,2.5
dj_210,2019,3
dj_1305,2019,3.4
dj_575,2019,3.1
dj_1670,2019,3.2
dj_574,2019,2.8
dj_1304,2019,3.3
dj_209,2019,2
dj_1669,2019,2.5
dj_938,2019,3.9
dj_1668,2019,3.3
dj_1303,2019,3.7
dj_573,2019,4.8
dj_572,2019,4.2
dj_1667,2019,4.7
dj_1302,2019,4.3
dj_937,2019,3.2
dj_936,2019,4.4
dj_206,2019,2.5
dj_1301,2019,2.5
dj_571,2019,3.9
dj_1666,2019,3
dj_935,2019,4.4
dj_570,2019,3.5
dj_1665,2019,4
dj_1300,2019,4.7
dj_1299,2019,2.5
dj_934,2019,4.1
dj_569,2019,3.9
dj_204,2019,2.1
dj_1664,2019,3.8
dj_933,2019,4.4
dj_568,2019,2.4
dj_1298,2019,4.7
dj_203,2019,2.6
dj_1663,2019,2.7
dj_932,2019,2.4
dj_202,2019,4.7
dj_1297,2019,3.2
dj_567,2019,2.4
dj_1662,2019,3.1
dj_566,2019,3
dj_1661,2019,4.2
dj_1296,2019,4.8
dj_931,2019,4.5
dj_2026,2019,3.1
dj_201,2019,4.8
dj_930,2019,3.4
dj_2025,2019,3.2
dj_1295,2019,3.6
dj_565,2019,3.9
dj_1660,2019,4.7
dj_929,2019,3.8
dj_564,2019,4.2
dj_2024,2019,2.9
dj_1659,2019,2.4
dj_1294,2019,4.5
dj_199,2019,3.6
dj_2023,2019,2.1
dj_1293,2019,4.8
dj_928,2019,4.1
dj_563,2019,4.8
dj_1658,2019,3.6
dj_562,2019,4.5
dj_1292,2019,2.5
dj_2022,2019,2.9
dj_197,2019,3.5
dj_1657,2019,4.8
dj_926,2019,3.6
dj_2021,2019,3.4
dj_1656,2019,3.9
dj_1291,2019,3.8
dj_561,2019,2.7
dj_196,2019,4.8
dj_560,2019,4.3
dj_1290,2019,3.8
dj_925,2019,3.4
dj_2020,2019,4.2
dj_1655,2019,4
dj_924,2019,2.8
dj_194,2019,2.6
dj_1654,2019,3.6
dj_1289,2019,3.8
dj_559,2019,3.4
dj_2019,2019,3
dj_923,2019,3.3
dj_2018,2019,2.8
dj_1653,2019,2.5
dj_1288,2019,3.2
dj_193,2019,3
dj_1287,2019,3.2
dj_922,2019,4.7
dj_557,2019,4.8
dj_192,2019,4.3
dj_1652,2019,2.6
dj_921,2019,3
dj_556,2019,2.9
dj_2016,2019,3.4
dj_1286,2019,3.3
dj_1651,2019,4.3
dj_920,2019,4.4
dj_2015,2019,3
dj_190,2019,4.5
dj_1285,2019,4.2
dj_555,2019,2.4
dj_1650,2019,4.8
dj_554,2019,3.3
dj_1284,2019,4.8
dj_2014,2019,4.1
dj_1649,2019,3.4
dj_918,2019,3.6
dj_1648,2019,3.3
dj_1283,2019,3.1
dj_553,2019,2.7
dj_2013,2019,3.5
dj_188,2019,4.6
dj_917,2019,3.1
dj_552,2019,3.4
dj_2012,2019,3.1
dj_1282,2019,4.2
dj_187,2019,2.4
dj_1647,2019,2.5
dj_2011,2019,4.5
dj_1646,2019,3.2
dj_1281,2019,3.4
dj_916,2019,3.8
dj_551,2019,2.4
dj_915,2019,4.1
dj_1645,2019,2.8
dj_1280,2019,3.7
dj_550,2019,4.2
dj_2010,2019,4.3
dj_914,2019,3.1
dj_2009,2019,3.9
dj_1644,2019,3.4
dj_1279,2019,4
dj_549,2019,3.8
dj_184,2019,2.7
dj_1278,2019,3.4
dj_913,2019,2.4
dj_548,2019,2.9
dj_2008,2019,4.4
dj_1643,2019,2.4
dj_912,2019,2.9
dj_1642,2019,4.4
dj_1277,2019,4.6
dj_547,2019,3.4
dj_2007,2019,3.4
dj_911,2019,3.9
dj_2006,2019,3.2
dj_1276,2019,4.1
dj_546,2019,3.3
dj_181,2019,2.7
dj_1641,2019,3.1
dj_1275,2019,4.3
dj_910,2019,2.4
dj_2005,2019,4.8
dj_180,2019,2.8
dj_1640,2019,4.7
dj_909,2019,4.7
dj_1639,2019,2.9
dj_1274,2019,3.5
dj_544,2019,4.6
dj_2004,2019,2.5
dj_179,2019,4.1
dj_908,2019,3.1
dj_178,2019,4.3
dj_1638,2019,4.2
dj_1273,2019,4.8
dj_543,2019,3.6
dj_2003,2019,4.5
dj_1272,2019,3.5
dj_907,2019,3
dj_542,2019,4.8
dj_2002,2019,4.2
dj_177,2019,3
dj_1637,2019,4.2
dj_906,2019,3.9
dj_2001,2019,2.6
dj_1636,2019,2.7
dj_1271,2019,4.8
dj_541,2019,3.7
dj_176,2019,4.7
dj_905,2019,2.6
dj_1270,2019,3.3
dj_2000,2019,2.5
dj_175,2019,4
dj_1635,2019,3.1
dj_1999,2019,3.2
dj_174,2019,3.2
dj_1634,2019,3.6
dj_1269,2019,4.1
dj_904,2019,4.5
dj_539,2019,4.7
dj_903,2019,3.3
dj_1998,2019,3.8
dj_1633,2019,4.7
dj_1268,2019,3.8
dj_538,2019,2.7
dj_173,2019,3.9
dj_902,2019,4.8
dj_1632,2019,2.7
dj_1267,2019,2.6
dj_537,2019,4.5
dj_1997,2019,4.3
dj_1266,2019,3.8
dj_901,2019,3.1
dj_536,2019,4.2
dj_1996,2019,4.1
dj_171,2019,4.2
dj_1631,2019,2.6
dj_900,2019,4.6
dj_170,2019,3.5
dj_1265,2019,4.1
dj_535,2019,2.4
dj_1995,2019,4.6
dj_1630,2019,2.8
dj_899,2019,2.4
dj_534,2019,4.4
dj_1994,2019,2.4
dj_1264,2019,3.6
dj_169,2019,3.5
dj_1629,2019,4.7
dj_1263,2019,2.4
dj_898,2019,3.4
dj_533,2019,2.4
dj_1993,2019,4.2
dj_168,2019,3.9
dj_1628,2019,3.5
dj_897,2019,3.9
dj_1992,2019,2.5
dj_1627,2019,2.8
dj_1262,2019,3.1
dj_532,2019,3.1
dj_167,2019,3.3
dj_896,2019,4.5
dj_1991,2019,4.7
dj_166,2019,2.9
dj_1261,2019,3.2
dj_531,2019,4
dj_1626,2019,3.4
dj_530,2019,3
dj_1260,2019,4.8
dj_895,2019,2.5
dj_1990,2019,4.5
dj_165,2019,4.7
dj_1625,2019,4
dj_894,2019,3.6
dj_1989,2019,3.1
dj_1624,2019,4.1
dj_1259,2019,3.3
dj_529,2019,4.2
dj_164,2019,4.5
dj_893,2019,2.7
dj_1988,2019,3.7
dj_1258,2019,2.6
dj_528,2019,2.5
dj_163,2019,3.5
dj_1623,2019,3.2
dj_1987,2019,3.4
dj_162,2019,4.8
dj_1257,2019,4.6
dj_892,2019,2.4
dj_527,2019,3.4
dj_1622,2019,4.8
dj_891,2019,2.5
dj_526,2019,4.2
dj_1986,2019,2.6
dj_1256,2019,4.5
dj_1621,2019,3.6
dj_161,2019,3.6
dj_890,2019,4.6
dj_1255,2019,3.9
dj_525,2019,3.4
dj_1985,2019,4
dj_1620,2019,4.1
dj_160,2019,4.5
dj_1984,2019,4.3
dj_1254,2019,3.9
dj_889,2019,4.4
dj_524,2019,2.5
dj_1619,2019,3.7
dj_159,2019,3.5
dj_888,2019,2.9
dj_1983,2019,3.5
dj_158,2019,2.8
dj_1253,2019,2.7
dj_523,2019,4.1
dj_1618,2019,4.3
dj_887,2019,2.5
dj_522,2019,3
dj_1617,2019,3.6
dj_1252,2019,4.6
dj_1982,2019,4.8
dj_157,2019,3
dj_1616,2019,4.8
dj_1251,2019,4.5
dj_886,2019,4.8
dj_521,2019,4.8
dj_1981,2019,4.7
dj_156,2019,3.5
dj_885,2019,2.8
dj_1980,2019,2.7
dj_1250,2019,4.6
dj_520,2019,2.5
dj_1615,2019,4.3
dj_155,2019,3.9
dj_884,2019,3.3
dj_154,2019,3.3
dj_1249,2019,3.1
dj_519,2019,4.4
dj_1979,2019,2.5
dj_1614,2019,3.4
dj_518,2019,3.5
dj_1978,2019,2.8
dj_1613,2019,2.8
dj_1248,2019,3
dj_883,2019,3.2
dj_153,2019,3.2
dj_882,2019,2.4
dj_1247,2019,4.5
dj_517,2019,3.4
dj_1977,2019,3.2
dj_1612,2019,2.6
dj_152,2019,4.5
dj_881,2019,3.1
dj_1246,2019,4.6
dj_516,2019,4.3
dj_1976,2019,4.2
dj_1611,2019,3.9
dj_151,2019,3.4
dj_1245,2019,4.7
dj_515,2019,4.7
dj_1975,2019,3.3
dj_1610,2019,3.6
dj_879,2019,4.8
dj_1609,2019,3.6
dj_1244,2019,3.4
dj_1974,2019,4.8
dj_149,2019,3.1
dj_878,2019,3.3
dj_1973,2019,3.2
dj_1243,2019,3.2
dj_513,2019,4.5
dj_1608,2019,3.7
dj_148,2019,4.1
dj_1972,2019,3.8
dj_1242,2019,2.8
dj_877,2019,4.6
dj_1607,2019,4.1
dj_147,2019,2.4
dj_876,2019,2.5
dj_1241,2019,3.2
dj_511,2019,2.5
dj_1971,2019,2.7
dj_1606,2019,2.6
dj_875,2019,3.7
dj_510,2019,3.7
dj_1970,2019,4.3
dj_1605,2019,3.9
dj_1240,2019,3.5
dj_145,2019,4.3
dj_1969,2019,3.9
dj_1604,2019,3
dj_1239,2019,4.4
dj_874,2019,4.8
dj_509,2019,4
dj_144,2019,3.1
dj_873,2019,3.1
dj_1968,2019,2.5
dj_143,2019,2.6
dj_1238,2019,3.6
dj_1603,2019,3.6
dj_872,2019,3.4
dj_1967,2019,4.7
dj_1602,2019,3.5
dj_1237,2019,4.2
dj_507,2019,2.5
dj_142,2019,4.2
dj_506,2019,3.7
dj_1601,2019,2.6
dj_1236,2019,4.3
dj_871,2019,4.6
dj_1966,2019,3.8
dj_141,2019,3.5
dj_870,2019,4.7
dj_1600,2019,3.6
dj_140,2019,4.1
dj_1235,2019,3.4
dj_505,2019,3.7
dj_1965,2019,2.7
dj_869,2019,3.8
dj_1964,2019,4.7
dj_1599,2019,4.3
dj_1234,2019,4.7
dj_504,2019,3.7
dj_139,2019,4.6
dj_1963,2019,3.8
dj_1233,2019,3.5
dj_868,2019,3.7
dj_503,2019,2.8
dj_1598,2019,3.7
dj_138,2019,4.3
dj_502,2019,2.6
dj_1962,2019,2.9
dj_1597,2019,4.7
dj_137,2019,3.5
dj_1232,2019,2.5
dj_866,2019,4.1
dj_1231,2019,2.5
dj_501,2019,3
dj_1596,2019,4.5
dj_136,2019,3.8
dj_1960,2019,2.4
dj_1595,2019,3.6
dj_1230,2019,4.5
dj_500,2019,4.8
dj_135,2019,3.4
dj_1959,2019,2.9
dj_134,2019,3.6
dj_1229,2019,2.6
dj_499,2019,3
dj_1594,2019,3.4
dj_498,2019,2.4
dj_1228,2019,3.8
dj_863,2019,4.4
dj_1958,2019,3.5
dj_1593,2019,3.7
dj_133,2019,3.4
dj_1957,2019,4.2
dj_1227,2019,2.4
dj_1592,2019,3.3
dj_132,2019,2.7
dj_131,2019,3.4
dj_1226,2019,4.1
dj_861,2019,3.1
dj_496,2019,4.4
dj_1591,2019,3.4
dj_860,2019,4.4
dj_1955,2019,2.7
dj_1590,2019,2.9
dj_1225,2019,2.4
dj_495,2019,2.7
dj_130,2019,4
dj_494,2019,3
dj_1954,2019,3.4
dj_1589,2019,4.5
dj_1224,2019,2.9
dj_859,2019,4.5
dj_129,2019,3
dj_858,2019,3.9
dj_1953,2019,2.4
dj_1223,2019,3
dj_493,2019,3.7
dj_1588,2019,3.5
dj_1222,2019,2.5
dj_857,2019,3.7
dj_492,2019,3.2
dj_1587,2019,3.9
dj_127,2019,3.6
dj_856,2019,3.2
dj_1221,2019,3.1
dj_491,2019,4
dj_1951,2019,3.4
dj_1586,2019,3
dj_126,2019,4.2
dj_490,2019,4.1
dj_1585,2019,3.5
dj_1220,2019,4.4
dj_855,2019,4
dj_1950,2019,3.5
dj_854,2019,2.6
dj_1949,2019,2.7
dj_1219,2019,4
dj_489,2019,4.2
dj_1584,2019,2.5
dj_124,2019,4.3
dj_1948,2019,4.8
dj_1583,2019,3.5
dj_1218,2019,3.2
dj_853,2019,3.6
dj_488,2019,3.1
dj_852,2019,4.7
dj_1947,2019,4.4
dj_1582,2019,4
dj_122,2019,3.5
dj_1217,2019,4.2
dj_487,2019,4.6
dj_486,2019,3.1
dj_1946,2019,4.1
dj_1581,2019,4.2
dj_1216,2019,3.4
dj_851,2019,2.9
dj_121,2019,3.4
dj_850,2019,3.5
dj_1945,2019,4.6
dj_1215,2019,3.2
dj_485,2019,4.5
dj_1580,2019,2.4
dj_120,2019,4.8
dj_1214,2019,4.8
dj_119,2019,3.8
dj_849,2019,3.7
dj_1944,2019,2.5
dj_1579,2019,2.8
dj_848,2019,4.3
dj_1213,2019,4.5
dj_1943,2019,2.4
dj_1578,2019,4.5
dj_118,2019,2.4
dj_482,2019,2.6
dj_1577,2019,4.6
dj_1212,2019,3.6
dj_1942,2019,3.5
dj_117,2019,3.4
dj_846,2019,3.1
dj_1576,2019,3.2
dj_1211,2019,4
dj_481,2019,3.6
dj_1941,2019,2.8
dj_1575,2019,2.4
dj_1210,2019,3.5
dj_845,2019,3.8
dj_480,2019,2.9
dj_1940,2019,3.6
dj_115,2019,2.7
dj_844,2019,4.5
dj_1939,2019,4.2
dj_1209,2019,2.5
dj_479,2019,3.8
dj_1574,2019,3.1
dj_114,2019,2.7
dj_478,2019,3.8
dj_1573,2019,4.6
dj_1208,2019,4.1
dj_113,2019,2.7
dj_843,2019,3
dj_1938,2019,3.9
dj_842,2019,2.5
dj_1937,2019,2.8
dj_1572,2019,4.2
dj_1207,2019,4.7
dj_112,2019,2.4
dj_1936,2019,3.7
dj_1571,2019,2.8
dj_1206,2019,3.1
dj_841,2019,4
dj_476,2019,3
dj_111,2019,4
dj_1935,2019,3.4
dj_1205,2019,3.3
dj_110,2019,3.8
dj_475,2019,3.8
dj_1570,2019,2.8
dj_474,2019,2.7
dj_1204,2019,2.4
dj_839,2019,2.5
dj_1934,2019,2.9
dj_1569,2019,3.4
dj_109,2019,3.8
