Customer_id,Gender,Age,City
dj_2763,Male,28,Ottawa
dj_3858,Female,40,Hamilton
dj_3493,Female,60,Vaughan
dj_2034,Female,28,Windsor
dj_3859,Female,40,Toronto
dj_2399,Male,48,London
dj_2764,Male,33,Toronto
dj_3494,Male,57,Markham
dj_3129,Female,50,Kitchener
dj_2400,Male,33,Brampton
dj_3130,Male,50,Brampton
dj_3495,Female,49,London
dj_3860,Female,34,Hamilton
dj_2035,Female,69,Kitchener
dj_2765,Female,68,London
dj_2036,Female,37,Vaughan
dj_2401,Female,59,Toronto
dj_2766,Male,35,Mississauga
dj_3496,Male,23,Vaughan
dj_3131,Male,69,Ottawa
dj_3861,Male,65,Toronto
dj_2037,Male,48,Mississauga
dj_3497,Female,54,Markham
dj_2402,Male,36,Markham
dj_3132,Female,30,Windsor
dj_2767,Female,35,Kitchener
dj_3862,Male,58,Markham
dj_3498,Female,35,Toronto
dj_2403,Male,54,Brampton
dj_3863,Male,67,Toronto
dj_2038,Male,40,Hamilton
dj_3133,Male,20,Hamilton
dj_2768,Female,36,Brampton
dj_3134,Female,36,Hamilton
dj_2404,Female,40,London
dj_3864,Female,58,Hamilton
dj_2039,Male,20,Vaughan
dj_2769,Male,70,Windsor
dj_3499,Female,44,Windsor
dj_3135,Male,43,Ottawa
dj_3500,Male,25,Mississauga
dj_2770,Male,66,Windsor
dj_2405,Male,65,Hamilton
dj_2040,Female,70,Mississauga
dj_3865,Male,47,Toronto
dj_3866,Male,26,Toronto
dj_2406,Female,46,Toronto
dj_3136,Female,35,Brampton
dj_2041,Male,22,Mississauga
dj_3501,Male,39,London
dj_2771,Female,35,Mississauga
dj_3502,Male,39,Kitchener
dj_2772,Male,31,Windsor
dj_3137,Female,21,Ottawa
dj_2407,Female,35,Toronto
dj_3867,Female,66,Kitchener
dj_2042,Male,65,Hamilton
dj_2043,Female,22,London
dj_2408,Male,25,Hamilton
dj_3138,Female,65,Ottawa
dj_2773,Female,32,Vaughan
dj_3868,Male,34,Ottawa
dj_3503,Female,18,Markham
dj_3139,Male,44,London
dj_2044,Male,46,Toronto
dj_2409,Male,30,Kitchener
dj_2774,Male,63,Windsor
dj_3504,Male,32,London
dj_3869,Female,65,Vaughan
dj_2045,Female,23,London
dj_3140,Male,22,Hamilton
dj_2410,Female,22,Mississauga
dj_3870,Female,20,London
dj_2775,Female,44,London
dj_3505,Male,24,London
dj_2411,Male,62,Windsor
dj_3506,Female,45,Markham
dj_2046,Female,40,Brampton
dj_3141,Male,63,Markham
dj_3871,Male,34,Ottawa
dj_2776,Female,41,Kitchener
dj_2412,Female,62,Kitchener
dj_3142,Female,52,Brampton
dj_2777,Female,63,Windsor
dj_2047,Male,46,Windsor
dj_3507,Male,52,Mississauga
dj_3872,Male,36,Mississauga
dj_3873,Female,46,Mississauga
dj_2048,Male,39,Markham
dj_2778,Male,37,Vaughan
dj_3143,Male,30,Toronto
dj_2413,Male,47,Brampton
dj_3508,Female,46,Vaughan
dj_3509,Female,18,Vaughan
dj_2779,Male,35,Markham
dj_2414,Female,55,Ottawa
dj_2049,Female,30,Markham
dj_3144,Male,31,Windsor
dj_3874,Male,47,Brampton
dj_2050,Male,70,Toronto
dj_2780,Male,57,Markham
dj_3145,Female,20,Toronto
dj_3875,Female,66,London
dj_2415,Female,61,Hamilton
dj_3510,Male,27,Kitchener
dj_3876,Male,58,Windsor
dj_2051,Female,53,Mississauga
dj_3146,Male,45,Ottawa
dj_3511,Male,53,Ottawa
dj_2416,Female,54,London
dj_2781,Female,62,Toronto
dj_2052,Male,33,Brampton
dj_3512,Female,66,Brampton
dj_3147,Female,46,London
dj_2417,Male,46,Kitchener
dj_2782,Male,48,Mississauga
dj_3877,Female,23,Mississauga
dj_3878,Female,57,Markham
dj_2053,Female,64,Kitchener
dj_2418,Male,21,London
dj_2783,Male,21,Vaughan
dj_3148,Female,36,Toronto
dj_3513,Male,54,Kitchener
dj_3514,Female,62,Markham
dj_2054,Female,66,Kitchener
dj_3149,Male,50,Brampton
dj_2419,Male,52,Windsor
dj_3879,Female,39,Ottawa
dj_2784,Female,29,Windsor
dj_2785,Male,27,Toronto
dj_2055,Female,64,Windsor
dj_2420,Female,27,Hamilton
dj_3150,Male,64,Vaughan
dj_3880,Male,21,Kitchener
dj_3515,Male,50,Ottawa
dj_3881,Male,28,London
dj_2421,Male,26,Windsor
dj_2786,Female,27,Mississauga
dj_2056,Male,44,Mississauga
dj_3151,Female,48,Brampton
dj_3516,Female,38,Windsor
dj_2422,Male,53,Toronto
dj_3152,Male,59,Brampton
dj_3882,Male,20,Hamilton
dj_2057,Male,28,London
dj_2787,Female,58,Windsor
dj_3517,Female,26,Ottawa
dj_3883,Female,30,Toronto
dj_2788,Male,18,Brampton
dj_3153,Female,42,Mississauga
dj_3518,Female,38,Windsor
dj_2423,Female,37,Brampton
dj_2058,Male,53,Mississauga
dj_3154,Male,65,Vaughan
dj_3884,Male,66,Mississauga
dj_3519,Male,45,Hamilton
dj_2059,Female,52,Mississauga
dj_2424,Male,52,Windsor
dj_2789,Male,51,Brampton
dj_3155,Female,47,Ottawa
dj_2060,Male,36,Windsor
dj_3520,Male,68,Windsor
dj_2425,Female,56,Windsor
dj_2790,Female,52,Hamilton
dj_3885,Male,62,Brampton
dj_2061,Male,32,Kitchener
dj_3886,Female,30,Markham
dj_3156,Female,26,Mississauga
dj_3521,Male,41,Vaughan
dj_2791,Male,39,London
dj_2426,Female,52,London
dj_3522,Female,51,Kitchener
dj_2427,Male,37,Markham
dj_3157,Female,35,Toronto
dj_3887,Male,38,Kitchener
dj_2062,Female,24,Toronto
dj_2792,Female,46,Hamilton
dj_2063,Male,43,Vaughan
dj_2428,Male,65,Ottawa
dj_3888,Female,21,Hamilton
dj_3523,Male,19,Ottawa
dj_2793,Male,44,Kitchener
dj_3158,Male,44,Kitchener
dj_2064,Female,65,Toronto
dj_2429,Female,31,Toronto
dj_3889,Female,60,London
dj_2794,Female,22,Toronto
dj_3159,Male,37,Windsor
dj_3524,Male,42,Brampton
dj_3160,Male,30,Hamilton
dj_3890,Male,34,London
dj_2430,Male,60,Toronto
dj_3525,Female,51,Windsor
dj_2795,Female,39,Mississauga
dj_2065,Female,20,Markham
dj_3161,Female,57,Kitchener
dj_3526,Male,38,London
dj_2066,Male,35,Mississauga
dj_2431,Female,20,Vaughan
dj_2796,Female,58,Mississauga
dj_3891,Male,41,Ottawa
dj_2067,Male,53,Hamilton
dj_2432,Male,26,Ottawa
dj_3162,Male,56,London
dj_3892,Female,41,Brampton
dj_3527,Female,34,Brampton
dj_2797,Male,54,Toronto
dj_3528,Female,50,Kitchener
dj_3163,Male,56,Toronto
dj_3893,Male,67,Hamilton
dj_2433,Female,31,Ottawa
dj_2068,Female,64,Windsor
dj_2798,Male,24,Markham
dj_3529,Male,47,Ottawa
dj_2069,Male,31,Vaughan
dj_2434,Female,54,Ottawa
dj_3164,Female,56,Hamilton
dj_3894,Female,20,Kitchener
dj_2799,Male,18,Brampton
dj_2070,Female,64,Ottawa
dj_3165,Male,70,Kitchener
dj_3895,Male,37,Windsor
dj_2435,Female,46,Ottawa
dj_2800,Female,37,Vaughan
dj_3530,Male,18,Hamilton
dj_3896,Female,63,Kitchener
dj_3531,Female,24,Ottawa
dj_2436,Male,58,Mississauga
dj_2801,Male,32,Mississauga
dj_2071,Male,29,London
dj_3166,Female,28,Toronto
dj_2437,Male,42,London
dj_3897,Female,21,Hamilton
dj_3167,Female,21,Mississauga
dj_3532,Male,40,Kitchener
dj_2072,Female,58,London
dj_2802,Male,56,Windsor
dj_2438,Male,52,Hamilton
dj_2073,Female,36,Toronto
dj_2803,Female,35,Windsor
dj_3533,Female,19,Ottawa
dj_3898,Female,66,Vaughan
dj_3168,Male,35,Mississauga
dj_3534,Male,22,Hamilton
dj_2074,Female,44,Markham
dj_2439,Female,18,Brampton
dj_2804,Male,66,Hamilton
dj_3169,Male,34,Kitchener
dj_3899,Male,32,Toronto
dj_2075,Male,65,Markham
dj_2805,Female,52,Toronto
dj_3170,Female,55,Brampton
dj_3535,Female,40,Ottawa
dj_2440,Male,26,Markham
dj_3900,Male,65,Hamilton
dj_2806,Female,53,Ottawa
dj_2441,Male,28,Markham
dj_3171,Male,39,Hamilton
dj_3901,Male,36,Ottawa
dj_3536,Female,24,Brampton
dj_2076,Male,27,London
dj_2077,Male,60,Toronto
dj_2442,Female,37,Hamilton
dj_2807,Male,27,Kitchener
dj_3537,Female,66,Hamilton
dj_3172,Female,58,Ottawa
dj_3902,Female,55,Vaughan
dj_2078,Female,44,Vaughan
dj_3903,Male,55,Hamilton
dj_2808,Male,66,London
dj_2443,Male,41,Windsor
dj_3173,Male,41,Windsor
dj_3538,Male,34,Vaughan
dj_2079,Male,42,Ottawa
dj_2809,Female,54,Vaughan
dj_3174,Female,58,London
dj_3539,Male,21,Hamilton
dj_3904,Male,40,Kitchener
dj_2444,Female,30,Markham
dj_3905,Female,54,Brampton
dj_2810,Male,49,Brampton
dj_3175,Female,69,Ottawa
dj_2445,Female,46,Markham
dj_2080,Male,64,Hamilton
dj_3540,Male,27,Vaughan
dj_2446,Male,51,Ottawa
dj_2811,Female,65,Markham
dj_3176,Female,42,Vaughan
dj_2081,Female,20,Markham
dj_3541,Female,61,Toronto
dj_3906,Male,69,Kitchener
dj_2082,Male,55,Mississauga
dj_3907,Female,50,Ottawa
dj_3542,Male,20,Vaughan
dj_2447,Male,47,Toronto
dj_2812,Male,52,Brampton
dj_3177,Male,27,Toronto
dj_2083,Female,38,Toronto
dj_2448,Female,59,Windsor
dj_3543,Male,67,Markham
dj_2813,Female,65,Markham
dj_3178,Male,30,Markham
dj_3908,Female,54,Windsor
dj_2084,Female,23,Markham
dj_2449,Male,41,Ottawa
dj_3179,Male,52,Hamilton
dj_3544,Female,57,Mississauga
dj_2814,Female,28,Hamilton
dj_3909,Male,69,Kitchener
dj_2450,Female,26,Hamilton
dj_2815,Female,66,Brampton
dj_3910,Male,64,Kitchener
dj_2085,Male,56,Windsor
dj_3180,Female,57,Hamilton
dj_3545,Male,29,London
dj_2086,Male,18,Vaughan
dj_3181,Male,39,Ottawa
dj_3546,Female,66,Hamilton
dj_2451,Male,24,Brampton
dj_2816,Male,48,Kitchener
dj_3911,Female,21,Toronto
dj_2087,Female,52,Kitchener
dj_2817,Male,38,Toronto
dj_2452,Female,66,Toronto
dj_3182,Male,43,Vaughan
dj_3547,Female,39,Markham
dj_3912,Male,68,Mississauga
dj_2088,Male,50,Mississauga
dj_2453,Female,22,Ottawa
dj_2818,Male,57,Kitchener
dj_3913,Female,22,Markham
dj_3183,Female,54,London
dj_3548,Male,66,Ottawa
dj_2819,Female,23,Markham
dj_3184,Male,34,Vaughan
dj_3914,Male,68,Toronto
dj_2089,Female,43,Kitchener
dj_2454,Female,43,Ottawa
dj_3549,Male,33,Vaughan
dj_2090,Male,59,Brampton
dj_2455,Male,64,Brampton
dj_3550,Female,36,Mississauga
dj_2820,Male,68,Mississauga
dj_3185,Female,20,Kitchener
dj_3915,Female,36,Ottawa
dj_2091,Female,54,Toronto
dj_2456,Male,32,Markham
dj_3186,Female,49,Mississauga
dj_3916,Female,49,Ottawa
dj_2821,Male,52,Toronto
dj_3551,Male,43,Toronto
dj_2092,Female,19,Brampton
dj_2822,Female,65,Mississauga
dj_3187,Male,61,Ottawa
dj_2457,Male,48,Brampton
dj_3552,Female,56,Vaughan
dj_3917,Female,53,Kitchener
dj_2823,Male,29,Brampton
dj_3918,Male,50,Brampton
dj_2093,Female,38,London
dj_2458,Female,67,London
dj_3188,Male,35,Windsor
dj_3553,Male,41,Toronto
dj_2094,Male,54,Mississauga
dj_2824,Female,50,Toronto
dj_3919,Male,56,Mississauga
dj_2459,Male,57,Vaughan
dj_3189,Female,23,Toronto
dj_3554,Female,55,Windsor
dj_2460,Male,35,Vaughan
dj_3190,Male,47,Ottawa
dj_2095,Male,52,London
dj_2825,Female,22,London
dj_3555,Female,36,Hamilton
dj_3920,Male,68,London
dj_2461,Female,27,Windsor
dj_2826,Male,27,Ottawa
dj_3191,Female,26,Vaughan
dj_3556,Female,53,Kitchener
dj_3921,Female,52,Kitchener
dj_2096,Male,60,London
dj_2097,Female,49,Mississauga
dj_2462,Male,45,Hamilton
dj_2827,Male,32,Ottawa
dj_3192,Male,38,Kitchener
dj_3922,Male,22,Ottawa
dj_3557,Male,18,Markham
dj_2098,Male,32,Toronto
dj_2463,Female,65,Hamilton
dj_3193,Female,47,Hamilton
dj_3558,Male,68,Kitchener
dj_3923,Male,49,Ottawa
dj_2828,Female,49,Vaughan
dj_2099,Male,18,Windsor
dj_2464,Female,38,Markham
dj_2829,Male,65,Ottawa
dj_3924,Female,27,Vaughan
dj_3194,Female,28,Vaughan
dj_3559,Male,50,Ottawa
dj_2465,Male,66,Toronto
dj_2100,Female,65,Mississauga
dj_2830,Female,44,London
dj_3195,Female,34,Kitchener
dj_3560,Female,45,Toronto
dj_3925,Male,43,Brampton
dj_2466,Male,31,Vaughan
dj_2831,Male,32,Kitchener
dj_3196,Male,66,Kitchener
dj_3561,Male,19,Windsor
dj_2101,Male,38,Ottawa
dj_3926,Female,25,Brampton
dj_2467,Female,58,London
dj_2832,Female,27,Brampton
dj_3197,Male,19,Hamilton
dj_2102,Female,67,Markham
dj_3562,Male,20,Mississauga
dj_3927,Female,64,London
dj_2468,Male,66,London
dj_2103,Female,62,Mississauga
dj_2833,Female,31,Hamilton
dj_3198,Male,38,Windsor
dj_3563,Female,31,Hamilton
dj_3928,Male,34,Kitchener
dj_2104,Male,48,Vaughan
dj_2834,Female,64,Kitchener
dj_3564,Male,47,Hamilton
dj_2469,Female,64,London
dj_3199,Female,44,Markham
dj_3929,Male,62,Toronto
dj_2470,Male,33,Hamilton
dj_2835,Male,42,Mississauga
dj_3200,Male,30,Brampton
dj_3565,Female,62,Windsor
dj_3930,Female,52,Mississauga
dj_2105,Male,50,Mississauga
dj_2471,Female,57,Mississauga
dj_2836,Male,20,Mississauga
dj_2106,Female,47,Kitchener
dj_3201,Male,34,Toronto
dj_3566,Female,58,Windsor
dj_3931,Male,43,Hamilton
dj_2107,Male,37,Mississauga
dj_2472,Female,20,Mississauga
dj_2837,Male,69,Vaughan
dj_3202,Female,61,Hamilton
dj_3932,Female,56,Kitchener
dj_3567,Male,19,Brampton
dj_2108,Female,50,Vaughan
dj_3203,Male,19,Windsor
dj_3568,Male,37,Toronto
dj_3933,Male,33,Windsor
dj_2473,Female,37,Ottawa
dj_2838,Female,27,Hamilton
dj_2109,Male,64,Markham
dj_2474,Male,58,Windsor
dj_2839,Male,44,Windsor
dj_3204,Female,20,Brampton
dj_3569,Female,39,Brampton
dj_3934,Female,60,Toronto
dj_2110,Female,27,London
dj_2840,Male,52,Hamilton
dj_3570,Male,63,Brampton
dj_2475,Male,66,Markham
dj_3205,Female,42,Windsor
dj_3935,Female,44,Vaughan
dj_2111,Female,36,Kitchener
dj_2476,Male,40,Toronto
dj_2841,Female,40,Markham
dj_3206,Male,35,Ottawa
dj_3571,Female,21,Toronto
dj_3936,Female,31,Mississauga
dj_2477,Female,41,Windsor
dj_3207,Male,34,Ottawa
dj_3937,Male,31,Ottawa
dj_2112,Female,67,Hamilton
dj_2842,Male,33,Brampton
dj_3572,Male,37,Kitchener
dj_2113,Male,66,Windsor
dj_2478,Male,61,Kitchener
dj_2843,Female,44,London
dj_3208,Female,46,Brampton
dj_3573,Female,44,Ottawa
dj_3938,Male,22,Vaughan
dj_2844,Female,31,Ottawa
dj_3939,Male,25,Vaughan
dj_2114,Male,25,Kitchener
dj_2479,Male,60,Ottawa
dj_3209,Male,29,Ottawa
dj_3574,Female,28,Brampton
dj_2115,Male,65,Brampton
dj_2845,Male,56,Mississauga
dj_3575,Female,47,Kitchener
dj_3940,Female,64,Vaughan
dj_2480,Female,34,Mississauga
dj_3210,Female,63,Mississauga
dj_2481,Male,57,Toronto
dj_2846,Male,36,Windsor
dj_3941,Male,46,Toronto
dj_2116,Female,27,Ottawa
dj_3211,Male,57,Ottawa
dj_3576,Male,50,London
dj_2117,Male,61,Ottawa
dj_2482,Female,42,Windsor
dj_2847,Female,36,Brampton
dj_3212,Female,32,Markham
dj_3577,Male,63,Mississauga
dj_3942,Male,25,Vaughan
dj_2848,Male,31,Hamilton
dj_3578,Male,68,Vaughan
dj_3943,Female,39,Mississauga
dj_2118,Male,35,Markham
dj_2483,Female,59,Windsor
dj_3213,Female,39,Kitchener
dj_3214,Female,41,Mississauga
dj_2119,Female,23,London
dj_2484,Male,18,London
dj_2849,Female,24,Toronto
dj_3579,Female,45,Hamilton
dj_3944,Male,64,Toronto
dj_2850,Male,40,Ottawa
dj_2120,Male,41,Kitchener
dj_2485,Male,20,Windsor
dj_3215,Male,63,Vaughan
dj_3580,Male,47,Vaughan
dj_3945,Female,46,Toronto
dj_2851,Female,27,Markham
dj_2121,Female,52,Toronto
dj_2486,Female,39,Kitchener
dj_3216,Male,54,Markham
dj_3581,Male,40,Ottawa
dj_3946,Female,65,Markham
dj_2122,Female,31,Kitchener
dj_2487,Male,70,Markham
dj_3217,Male,53,Hamilton
dj_3947,Male,36,Mississauga
dj_2852,Female,28,Hamilton
dj_3582,Female,51,Hamilton
dj_3218,Female,24,Brampton
dj_3583,Male,60,Ottawa
dj_3948,Male,48,London
dj_2123,Male,19,Toronto
dj_2488,Female,30,Toronto
dj_2853,Female,40,Hamilton
dj_2124,Male,44,London
dj_2854,Male,68,Markham
dj_3219,Male,19,Toronto
dj_2489,Male,33,Windsor
dj_3584,Female,26,Markham
dj_3949,Female,61,Windsor
dj_2125,Female,31,Ottawa
dj_2490,Female,61,Brampton
dj_3950,Male,30,Brampton
dj_2855,Male,41,London
dj_3220,Male,39,Kitchener
dj_3585,Female,58,London
dj_2126,Male,44,Vaughan
dj_2491,Female,19,Kitchener
dj_3221,Female,70,Toronto
dj_3951,Female,24,Kitchener
dj_2856,Male,20,Brampton
dj_3586,Male,64,Vaughan
dj_2857,Female,48,Toronto
dj_3222,Male,40,Hamilton
dj_3952,Male,29,London
dj_2127,Female,34,Brampton
dj_2492,Female,41,Ottawa
dj_3587,Male,20,London
dj_2128,Male,30,Markham
dj_2493,Male,52,Toronto
dj_3953,Female,26,Toronto
dj_2858,Male,53,Ottawa
dj_3223,Female,69,Ottawa
dj_3588,Female,37,Brampton
dj_2129,Female,21,Toronto
dj_2494,Male,48,Ottawa
dj_2859,Male,40,Vaughan
dj_3589,Male,60,Brampton
dj_3224,Female,26,Mississauga
dj_3954,Female,32,London
dj_2130,Female,45,Ottawa
dj_2495,Male,20,Mississauga
dj_3225,Male,25,Toronto
dj_3590,Female,38,Kitchener
dj_2860,Female,25,Kitchener
dj_3955,Female,37,Ottawa
dj_2131,Female,47,Mississauga
dj_2496,Female,41,Toronto
dj_2861,Male,20,Brampton
dj_3956,Male,23,Kitchener
dj_3226,Male,37,Markham
dj_3591,Male,45,Mississauga
dj_2497,Male,57,Vaughan
dj_2132,Male,27,Markham
dj_2862,Female,62,Brampton
dj_3227,Female,23,Ottawa
dj_3592,Female,48,Brampton
dj_3957,Male,19,Toronto
dj_2133,Male,45,Windsor
dj_2863,Female,21,Ottawa
dj_3593,Female,19,Windsor
dj_2498,Male,29,Brampton
dj_3228,Male,27,Vaughan
dj_3958,Male,68,Windsor
dj_2499,Female,51,Kitchener
dj_2864,Male,29,Kitchener
dj_3959,Female,29,Windsor
dj_2134,Male,56,Ottawa
dj_3229,Female,27,Vaughan
dj_3594,Female,32,Markham
dj_2865,Male,34,Hamilton
dj_3230,Male,35,Ottawa
dj_3595,Male,44,Toronto
dj_3960,Male,19,Ottawa
dj_2135,Female,62,Toronto
dj_2500,Male,43,Windsor
dj_2136,Male,60,London
dj_2501,Female,54,Toronto
dj_2866,Female,46,Brampton
dj_3231,Female,53,Toronto
dj_3596,Male,70,Ottawa
dj_3961,Male,44,Markham
dj_2137,Male,29,Kitchener
dj_2502,Female,20,Kitchener
dj_3232,Female,52,Vaughan
dj_3962,Female,64,Toronto
dj_2867,Male,62,Brampton
dj_3597,Male,26,Toronto
dj_2503,Male,28,Mississauga
dj_2868,Female,60,Markham
dj_2138,Female,63,Hamilton
dj_3233,Female,66,London
dj_3598,Female,52,Windsor
dj_3963,Male,53,Mississauga
dj_2504,Male,45,Kitchener
dj_3599,Male,58,Toronto
dj_2139,Male,38,Vaughan
dj_2869,Male,49,Mississauga
dj_3234,Male,33,Ottawa
dj_3964,Female,24,Windsor
dj_2505,Female,28,Vaughan
dj_3600,Male,26,Kitchener
dj_2140,Female,48,Hamilton
dj_2870,Female,46,Hamilton
dj_3235,Male,45,Brampton
dj_3965,Female,51,Windsor
dj_2506,Male,45,Markham
dj_3601,Female,18,Hamilton
dj_3966,Male,30,Ottawa
dj_2141,Female,36,Markham
dj_2871,Female,26,London
dj_3236,Male,48,London
dj_2142,Male,24,Ottawa
dj_2507,Female,56,Windsor
dj_2872,Female,40,Markham
dj_3237,Female,67,Brampton
dj_3602,Male,57,Mississauga
dj_3967,Male,58,Markham
dj_3603,Female,62,Toronto
dj_3968,Female,47,London
dj_2143,Male,21,London
dj_2508,Male,51,Hamilton
dj_2873,Male,29,Windsor
dj_3238,Male,27,Kitchener
dj_2144,Female,23,Kitchener
dj_3604,Female,30,Brampton
dj_3969,Male,30,Vaughan
dj_2509,Female,46,Toronto
dj_2874,Male,45,Mississauga
dj_3239,Male,31,Markham
dj_2145,Male,55,Mississauga
dj_3240,Female,70,Toronto
dj_2510,Female,45,Hamilton
dj_2875,Male,62,Hamilton
dj_3605,Male,27,Vaughan
dj_3970,Female,51,Markham
dj_2146,Female,53,Hamilton
dj_2511,Female,29,Windsor
dj_2876,Female,42,Brampton
dj_3606,Male,19,London
dj_3241,Male,68,Kitchener
dj_3971,Male,24,Markham
dj_2147,Male,50,Windsor
dj_3242,Female,53,Toronto
dj_3607,Female,26,Windsor
dj_2512,Male,65,Ottawa
dj_2877,Male,63,London
dj_3972,Female,21,Windsor
dj_2513,Male,61,London
dj_3608,Male,39,Hamilton
dj_2148,Female,49,Hamilton
dj_2878,Male,45,Mississauga
dj_3243,Female,50,Kitchener
dj_3973,Female,58,London
dj_3244,Male,21,Hamilton
dj_3609,Female,26,Markham
dj_2149,Female,63,Ottawa
dj_2514,Male,64,Markham
dj_2879,Female,66,Mississauga
dj_3974,Female,41,Vaughan
dj_2880,Male,37,Toronto
dj_3245,Male,51,Mississauga
dj_3610,Male,60,London
dj_2150,Female,21,London
dj_2515,Female,25,Hamilton
dj_3975,Male,66,Ottawa
dj_2151,Male,40,Kitchener
dj_2516,Male,25,Windsor
dj_2881,Female,65,Ottawa
dj_3246,Female,34,Hamilton
dj_3611,Female,67,Toronto
dj_3976,Male,60,London
dj_2152,Male,41,Kitchener
dj_3247,Male,64,Brampton
dj_3977,Male,52,London
dj_2517,Male,33,Ottawa
dj_2882,Female,45,Mississauga
dj_3612,Female,34,Brampton
dj_2153,Male,43,Ottawa
dj_2518,Female,31,Vaughan
dj_3613,Female,36,London
dj_2883,Male,40,Hamilton
dj_3248,Female,61,London
dj_3978,Female,68,Ottawa
dj_2154,Female,25,Markham
dj_2519,Male,50,Brampton
dj_3249,Male,23,Mississauga
dj_2884,Male,26,Mississauga
dj_3614,Male,59,Mississauga
dj_3979,Male,53,Brampton
dj_2155,Male,68,Ottawa
dj_2885,Female,25,Mississauga
dj_3980,Male,67,Windsor
dj_2520,Female,70,Brampton
dj_3250,Female,66,Kitchener
dj_3615,Male,37,Vaughan
dj_3251,Female,68,Brampton
dj_3616,Male,25,Mississauga
dj_3981,Female,36,London
dj_2156,Male,68,Vaughan
dj_2521,Female,46,Kitchener
dj_2886,Male,65,Markham
dj_2157,Female,70,Vaughan
dj_2522,Male,24,Markham
dj_2887,Female,63,Ottawa
dj_3252,Female,44,Ottawa
dj_3617,Female,22,Ottawa
dj_3982,Male,46,Hamilton
dj_2158,Male,37,Windsor
dj_2523,Male,37,Ottawa
dj_3253,Male,19,Vaughan
dj_3618,Male,50,Mississauga
dj_2888,Male,37,Brampton
dj_3983,Female,33,Windsor
dj_2159,Female,31,Mississauga
dj_2524,Female,70,Brampton
dj_2889,Female,42,Toronto
dj_3619,Male,67,Windsor
dj_3984,Female,56,Ottawa
dj_3254,Male,37,Kitchener
dj_2525,Male,19,Brampton
dj_3255,Male,37,Ottawa
dj_3620,Female,35,Toronto
dj_3985,Male,45,Windsor
dj_2160,Female,47,Kitchener
dj_2890,Female,51,Markham
dj_2161,Male,60,Vaughan
dj_2526,Female,41,Vaughan
dj_2891,Female,35,Markham
dj_3256,Female,52,Kitchener
dj_3621,Male,61,Toronto
dj_3986,Male,59,Toronto
dj_2162,Male,46,Windsor
dj_2892,Male,57,Windsor
dj_3987,Female,69,London
dj_2527,Male,22,London
dj_3257,Male,67,Brampton
dj_3622,Female,34,Vaughan
dj_2528,Female,56,London
dj_3258,Male,31,Hamilton
dj_3623,Female,26,Mississauga
dj_3988,Male,44,Brampton
dj_2163,Female,54,Kitchener
dj_2893,Male,47,Markham
dj_2164,Male,69,Kitchener
dj_2894,Male,60,Hamilton
dj_3259,Female,37,Markham
dj_3989,Female,51,Ottawa
dj_2529,Female,21,Windsor
dj_3624,Male,45,Ottawa
dj_2165,Female,45,Toronto
dj_2530,Female,47,London
dj_3625,Male,32,Brampton
dj_3990,Male,59,Brampton
dj_2895,Female,37,Toronto
dj_3260,Male,46,Ottawa
dj_2166,Male,60,Kitchener
dj_3626,Female,70,Windsor
dj_2531,Male,59,Vaughan
dj_2896,Male,67,London
dj_3261,Female,30,Kitchener
dj_3991,Female,51,Hamilton
dj_2532,Male,32,Brampton
dj_2897,Male,47,Kitchener
dj_3262,Female,48,Brampton
dj_3992,Female,70,Markham
dj_2167,Female,62,Kitchener
dj_3627,Male,21,Toronto
dj_2898,Female,70,Windsor
dj_3263,Male,55,Ottawa
dj_2168,Female,57,Toronto
dj_2533,Male,31,Brampton
dj_3628,Female,53,London
dj_3993,Female,25,Vaughan
dj_2534,Female,40,Markham
dj_3629,Male,59,Toronto
dj_2169,Female,64,Toronto
dj_2899,Male,33,Ottawa
dj_3264,Male,67,Markham
dj_3994,Male,31,Kitchener
dj_2170,Male,27,Windsor
dj_2535,Male,31,Mississauga
dj_2900,Female,35,Hamilton
dj_3630,Female,21,Markham
dj_3995,Male,43,Toronto
dj_3265,Female,67,Markham
dj_2171,Male,33,Windsor
dj_2536,Male,47,Toronto
dj_2901,Female,54,Ottawa
dj_3266,Male,48,Toronto
dj_3631,Female,28,Mississauga
dj_3996,Male,45,Brampton
dj_2172,Male,33,Brampton
dj_2537,Female,36,Hamilton
dj_2902,Male,31,London
dj_3267,Female,23,London
dj_3632,Female,27,Vaughan
dj_3997,Female,24,Vaughan
dj_2173,Female,68,Mississauga
dj_2903,Male,36,Windsor
dj_3633,Male,45,Brampton
dj_2538,Male,34,Vaughan
dj_3268,Male,31,Kitchener
dj_3998,Male,67,Ottawa
dj_3269,Female,49,Brampton
dj_2174,Male,32,Toronto
dj_2539,Female,55,Markham
dj_2904,Female,39,Vaughan
dj_3634,Male,58,Brampton
dj_3999,Male,54,Markham
dj_2175,Male,24,Hamilton
dj_2905,Male,33,Toronto
dj_3270,Female,25,Windsor
dj_4000,Female,63,Ottawa
dj_2540,Female,40,Ottawa
dj_3635,Male,34,Windsor
dj_2176,Female,64,Ottawa
dj_2906,Female,59,Brampton
dj_3271,Female,47,Windsor
dj_4001,Male,35,Toronto
dj_2541,Male,28,London
dj_3636,Female,51,Toronto
dj_2177,Male,51,Mississauga
dj_2542,Male,43,Hamilton
dj_2907,Male,24,Vaughan
dj_3272,Male,41,Kitchener
dj_3637,Male,64,Ottawa
dj_4002,Female,70,Hamilton
