Complaint id,Complaint file date,Complaint resolution date,Complaint resolution time,Complaint communication channel,Customer id
1701,5/22/2020,9/25/2020,126,Web portal,dj_3552
1702,5/23/2020,9/26/2020,126,Web portal,dj_2457
1703,5/25/2020,9/26/2020,124,E-mail,dj_67
1704,5/25/2020,9/27/2020,125,Call,dj_3918
1705,5/25/2020,9/27/2020,125,Call,dj_2823
1706,5/27/2020,9/27/2020,123,Call,dj_797
1707,5/27/2020,9/27/2020,123,Call,dj_5248
1708,5/27/2020,9/27/2020,123,Call,dj_4516
1709,5/27/2020,9/28/2020,124,Call,dj_5614
1710,5/28/2020,9/28/2020,123,Call,dj_432
1711,5/28/2020,9/29/2020,124,Call,dj_1162
1712,5/28/2020,9/29/2020,124,Web portal,dj_1527
1713,5/29/2020,9/29/2020,123,Call,dj_3188
1714,5/29/2020,10/2/2020,126,Call,dj_4150
1715,5/30/2020,10/2/2020,125,Call,dj_2093
1716,5/30/2020,10/3/2020,126,Call,dj_4882
1717,5/31/2020,10/3/2020,125,Call,dj_5980
1718,5/31/2020,10/5/2020,127,Call,dj_1892
1719,6/2/2020,10/5/2020,125,E-mail,dj_1528
1720,5/9/2020,10/5/2020,149,Call,dj_433
1721,5/8/2020,6/10/2020,33,Call,dj_68
1722,5/9/2020,7/27/2020,79,Web portal,dj_3189
1723,5/12/2020,9/18/2020,129,Call,dj_3190
1724,5/12/2020,9/18/2020,129,Web portal,dj_1529
1725,5/13/2020,9/18/2020,128,Call,dj_799
1726,5/16/2020,9/20/2020,127,Call,dj_1164
1727,5/18/2020,9/25/2020,130,Web portal,dj_1165
1728,5/18/2020,9/25/2020,130,Call,dj_3191
1729,5/18/2020,9/26/2020,131,Call,dj_1895
1730,5/19/2020,9/26/2020,130,Call,dj_3556
1731,5/21/2020,9/29/2020,131,Call,dj_800
1732,5/25/2020,10/5/2020,133,E-mail,dj_3192
1733,5/25/2020,10/5/2020,133,E-mail,dj_801
1734,5/27/2020,10/5/2020,131,Call,dj_2097
1735,5/27/2020,10/5/2020,131,Web portal,dj_3922
1736,5/27/2020,10/5/2020,131,Web portal,dj_436
1737,3/13/2020,6/13/2020,92,Web portal,dj_3193
1738,7/13/2020,8/24/2020,42,Web portal,dj_2098
1739,7/13/2020,9/4/2020,53,Web portal,dj_802
1740,5/8/2020,9/18/2020,133,Web portal,dj_2829
1741,5/13/2020,9/23/2020,133,Web portal,dj_3194
1742,5/16/2020,9/27/2020,134,Call,dj_3195
1743,5/16/2020,9/27/2020,134,Web portal,dj_2830
1744,5/17/2020,9/27/2020,133,Web portal,dj_74
1745,5/17/2020,9/27/2020,133,Call,dj_804
1746,5/19/2020,10/2/2020,136,Web portal,dj_3196
1747,5/19/2020,10/3/2020,137,Call,dj_3561
1748,5/20/2020,10/3/2020,136,Web portal,dj_805
1749,5/22/2020,10/7/2020,138,Web portal,dj_1900
1750,5/23/2020,10/8/2020,138,Call,dj_2101
1751,5/27/2020,9/13/2020,109,Web portal,dj_1171
1752,5/27/2020,8/30/2020,95,Web portal,dj_2467
1753,5/27/2020,9/16/2020,112,Call,dj_3197
1754,5/30/2020,6/21/2020,22,Call,dj_1536
1755,5/30/2020,8/15/2020,77,Web portal,dj_3562
1756,6/18/2020,7/15/2020,27,Call,dj_3198
1757,5/13/2020,9/23/2020,133,Web portal,dj_3199
1758,5/13/2020,9/24/2020,134,Call,dj_1538
1759,5/16/2020,9/27/2020,134,Call,dj_2835
1760,5/16/2020,9/27/2020,134,Web portal,dj_1174
1761,5/17/2020,9/27/2020,133,Web portal,dj_3200
1762,5/19/2020,10/3/2020,137,Web portal,dj_2105
1763,5/27/2020,6/18/2020,22,Web portal,dj_810
1764,5/27/2020,9/18/2020,114,Call,dj_3201
1765,5/27/2020,10/20/2020,146,Call,dj_2106
1766,5/30/2020,9/18/2020,111,E-mail,dj_2837
1767,5/31/2020,9/18/2020,110,Call,dj_3932
1768,5/31/2020,9/19/2020,111,Web portal,dj_1541
1769,5/31/2020,9/19/2020,111,Call,dj_3202
1770,7/22/2020,9/24/2020,64,Web portal,dj_1906
1771,5/23/2020,9/26/2020,126,Web portal,dj_3568
1772,3/23/2020,9/27/2020,188,Call,dj_3203
1773,6/24/2020,9/29/2020,97,Call,dj_2473
1774,6/28/2020,10/5/2020,99,E-mail,dj_2474
1775,6/29/2020,10/5/2020,98,E-mail,dj_813
1776,7/3/2020,10/9/2020,98,Web portal,dj_3569
1777,7/3/2020,8/3/2020,31,Call,dj_3934
1778,7/3/2020,9/28/2020,87,Call,dj_3204
1779,7/7/2020,9/22/2020,77,Call,dj_1909
1780,7/25/2020,10/17/2020,84,Web portal,dj_3570
1781,7/29/2020,9/19/2020,52,Call,dj_814
1782,7/31/2020,9/19/2020,50,Web portal,dj_3205
1783,8/2/2020,9/23/2020,52,E-mail,dj_2111
1784,8/3/2020,9/23/2020,51,E-mail,dj_85
1785,8/4/2020,9/23/2020,50,Call,dj_4900
1786,8/4/2020,9/23/2020,50,Call,dj_1910
1787,8/6/2020,9/25/2020,50,Web portal,dj_3936
1788,8/6/2020,9/25/2020,50,Call,dj_3571
1789,8/7/2020,9/26/2020,50,Web portal,dj_3206
1790,8/8/2020,9/27/2020,50,Web portal,dj_3207
1791,4/27/2020,10/3/2020,159,Call,dj_3572
1792,6/27/2020,10/3/2020,98,Web portal,dj_1181
1793,7/27/2020,10/6/2020,71,Web portal,dj_2478
1794,7/27/2020,10/6/2020,71,Web portal,dj_3938
1795,7/28/2020,10/7/2020,71,Web portal,dj_3208
1796,7/29/2020,10/8/2020,71,Web portal,dj_452
1797,7/29/2020,10/8/2020,71,Call,dj_3573
1798,8/6/2020,9/18/2020,43,Call,dj_88
1799,8/6/2020,9/18/2020,43,Call,dj_3939
1800,8/7/2020,9/18/2020,42,Call,dj_2844
1801,8/8/2020,9/20/2020,43,Call,dj_3209
1802,7/27/2020,9/24/2020,59,Call,dj_3575
1803,7/27/2020,9/24/2020,59,Call,dj_3940
1804,7/31/2020,9/26/2020,57,Web portal,dj_3210
1805,8/6/2020,9/29/2020,54,Call,dj_90
1806,8/6/2020,9/29/2020,54,Web portal,dj_455
1807,8/8/2020,10/5/2020,58,Web portal,dj_3211
1808,7/1/2020,10/9/2020,100,Web portal,dj_821
1809,8/1/2020,8/19/2020,18,Web portal,dj_456
1810,8/1/2020,11/5/2020,96,Call,dj_1551
1811,5/1/2020,5/24/2020,23,Call,dj_3942
1812,8/1/2020,8/30/2020,29,Web portal,dj_3212
1813,7/27/2020,9/18/2020,53,Web portal,dj_3943
1814,7/27/2020,9/18/2020,53,Call,dj_457
1815,7/31/2020,9/19/2020,50,Web portal,dj_3213
1816,7/31/2020,9/20/2020,51,Web portal,dj_822
1817,8/1/2020,9/20/2020,50,Call,dj_92
1818,8/6/2020,9/25/2020,50,Web portal,dj_3214
1819,8/8/2020,9/27/2020,50,Web portal,dj_2484
1820,8/8/2020,9/27/2020,50,Call,dj_1918
1821,8/10/2020,9/28/2020,49,Web portal,dj_3579
1822,5/4/2020,10/3/2020,152,Call,dj_1554
1823,7/27/2020,10/6/2020,71,Web portal,dj_3580
1824,7/27/2020,10/6/2020,71,Call,dj_3215
1825,7/28/2020,10/7/2020,71,Web portal,dj_1919
1826,8/2/2020,8/31/2020,29,Web portal,dj_1920
1827,8/3/2020,11/2/2020,91,Call,dj_2851
1828,8/6/2020,9/18/2020,43,Call,dj_2486
1829,8/6/2020,9/18/2020,43,Call,dj_3581
1830,8/7/2020,9/18/2020,42,Call,dj_3216
1831,6/6/2020,9/23/2020,109,Web portal,dj_461
1832,7/6/2020,9/23/2020,79,Call,dj_3217
1833,8/6/2020,9/23/2020,48,Call,dj_1556
1834,7/6/2020,9/26/2020,82,Call,dj_2852
1835,8/6/2020,9/27/2020,52,Call,dj_826
1836,6/7/2020,9/28/2020,113,Call,dj_3583
1837,7/7/2020,9/29/2020,84,Call,dj_827
1838,8/7/2020,9/29/2020,53,Call,dj_3218
1839,8/7/2020,9/29/2020,53,Web portal,dj_3948
1840,5/8/2020,10/8/2020,153,Web portal,dj_2124
1841,8/8/2020,10/9/2020,62,Web portal,dj_3219
1842,8/8/2020,12/1/2020,115,Call,dj_2489
1843,6/9/2020,9/27/2020,110,Call,dj_2125
1844,8/9/2020,9/5/2020,27,Web portal,dj_3950
1845,4/9/2020,9/13/2020,157,Call,dj_3220
1846,5/10/2020,9/7/2020,120,Web portal,dj_100
1847,5/10/2020,7/3/2020,54,Call,dj_3221
1848,6/10/2020,7/7/2020,27,Web portal,dj_2126
1849,7/10/2020,10/29/2020,111,Web portal,dj_2491
1850,6/10/2020,7/18/2020,38,Web portal,dj_830
1851,5/11/2020,8/2/2020,83,Call,dj_3222
1852,5/11/2020,6/6/2020,26,Call,dj_831
1853,7/12/2020,10/15/2020,95,Web portal,dj_2493
1854,7/12/2020,9/6/2020,56,Call,dj_102
1855,6/12/2020,6/29/2020,17,Call,dj_3223
1856,7/12/2020,8/23/2020,42,Call,dj_1927
1857,8/12/2020,11/3/2020,83,Web portal,dj_2858
1858,8/13/2020,11/10/2020,89,Call,dj_103
1859,8/13/2020,12/11/2020,120,Call,dj_2494
1860,8/13/2020,9/5/2020,23,Call,dj_3224
1861,7/14/2020,9/3/2020,51,Call,dj_3225
1862,7/14/2020,10/14/2020,92,Web portal,dj_3590
1863,7/14/2020,11/6/2020,115,Call,dj_104
1864,8/14/2020,9/29/2020,46,Call,dj_2860
1865,8/15/2020,9/5/2020,21,Web portal,dj_105
1866,6/15/2020,9/9/2020,86,Call,dj_3226
1867,6/15/2020,7/13/2020,28,Web portal,dj_1930
1868,6/16/2020,8/3/2020,48,Call,dj_2497
1869,7/16/2020,10/2/2020,78,Call,dj_2862
1870,7/16/2020,8/3/2020,18,Web portal,dj_836
1871,8/16/2020,12/7/2020,113,Call,dj_3227
1872,5/17/2020,8/18/2020,93,Web portal,dj_2863
1873,6/17/2020,9/28/2020,103,Web portal,dj_3958
1874,7/17/2020,11/8/2020,114,Call,dj_1932
1875,8/17/2020,11/11/2020,86,Web portal,dj_3228
1876,5/18/2020,8/30/2020,104,Call,dj_108
1877,7/18/2020,8/5/2020,18,Web portal,dj_2864
1878,7/18/2020,11/9/2020,114,Web portal,dj_473
1879,5/18/2020,7/27/2020,70,Web portal,dj_3229
1880,7/18/2020,8/8/2020,21,Call,dj_1568
1881,5/19/2020,6/18/2020,30,Call,dj_839
1882,6/19/2020,9/28/2020,101,Web portal,dj_3230
1883,7/19/2020,8/12/2020,24,Web portal,dj_3595
1884,5/20/2020,6/24/2020,35,Call,dj_2866
1885,6/20/2020,8/28/2020,69,Call,dj_3231
1886,7/20/2020,9/20/2020,62,Call,dj_3596
1887,8/20/2020,10/8/2020,49,Web portal,dj_3961
1888,5/21/2020,6/11/2020,21,Web portal,dj_2502
1889,6/21/2020,10/8/2020,109,Call,dj_841
1890,8/21/2020,9/28/2020,38,Web portal,dj_3232
1891,8/21/2020,9/17/2020,27,Web portal,dj_1936
1892,8/22/2020,10/18/2020,57,Web portal,dj_2868
1893,8/22/2020,10/24/2020,63,Call,dj_3233
1894,8/22/2020,11/27/2020,97,Web portal,dj_3598
1895,7/23/2020,9/2/2020,41,Web portal,dj_2504
1896,5/23/2020,6/10/2020,18,Call,dj_3234
1897,8/23/2020,12/5/2020,104,Call,dj_1208
1898,6/24/2020,7/25/2020,31,Call,dj_114
1899,8/24/2020,10/22/2020,59,Web portal,dj_2505
1900,5/24/2020,7/27/2020,64,Call,dj_2140
1901,7/24/2020,9/5/2020,43,Web portal,dj_3235
1902,8/24/2020,12/14/2020,112,Web portal,dj_1209
1903,7/25/2020,9/6/2020,43,Call,dj_3601
1904,8/25/2020,11/3/2020,70,Web portal,dj_3236
1905,8/25/2020,12/11/2020,108,Web portal,dj_2871
1906,5/26/2020,9/23/2020,120,Web portal,dj_3967
1907,8/26/2020,10/31/2020,66,Web portal,dj_3237
1908,8/26/2020,10/21/2020,56,Call,dj_481
1909,7/26/2020,9/3/2020,39,Web portal,dj_1576
1910,7/27/2020,8/19/2020,23,Call,dj_3238
1911,8/27/2020,9/26/2020,30,Web portal,dj_2143
1912,8/27/2020,11/26/2020,91,Call,dj_2508
1913,5/28/2020,7/4/2020,37,Web portal,dj_3604
1914,6/28/2020,9/25/2020,89,Web portal,dj_1943
1915,7/28/2020,9/12/2020,46,Call,dj_2144
1916,4/28/2020,6/13/2020,46,Call,dj_3239
1917,8/29/2020,10/7/2020,39,Web portal,dj_3240
1918,6/29/2020,10/18/2020,111,Call,dj_2510
1919,8/29/2020,12/5/2020,98,Call,dj_119
1920,7/30/2020,9/30/2020,62,Web portal,dj_3606
1921,8/30/2020,10/4/2020,35,Web portal,dj_2146
1922,8/30/2020,12/8/2020,100,Web portal,dj_2511
1923,5/30/2020,7/29/2020,60,Web portal,dj_1215
1924,8/30/2020,12/17/2020,109,Web portal,dj_3241
1925,9/1/2020,10/13/2020,42,Web portal,dj_3242
1926,7/1/2020,10/1/2020,92,Call,dj_1581
1927,8/1/2020,11/5/2020,96,Web portal,dj_2512
1928,8/1/2020,10/2/2020,62,Call,dj_1946
1929,9/1/2020,12/16/2020,106,Web portal,dj_2877
1930,6/2/2020,7/22/2020,50,Web portal,dj_2513
1931,6/2/2020,9/26/2020,116,Call,dj_1582
1932,7/2/2020,7/23/2020,21,Web portal,dj_2878
1933,9/2/2020,12/11/2020,100,Call,dj_3243
1934,6/3/2020,9/20/2020,109,Web portal,dj_3244
1935,6/4/2020,9/14/2020,102,Web portal,dj_489
1936,7/4/2020,10/23/2020,111,Call,dj_3245
1937,9/4/2020,10/14/2020,40,Web portal,dj_124
1938,9/4/2020,10/11/2020,37,Call,dj_3610
1939,6/4/2020,9/8/2020,96,Web portal,dj_3975
1940,9/4/2020,10/3/2020,29,Call,dj_854
1941,6/5/2020,7/15/2020,40,Call,dj_3246
1942,7/5/2020,8/9/2020,35,Web portal,dj_3611
1943,7/5/2020,9/19/2020,76,Web portal,dj_2881
1944,8/5/2020,9/2/2020,28,Call,dj_1950
1945,8/5/2020,11/26/2020,113,Call,dj_2151
1946,9/5/2020,11/15/2020,71,Web portal,dj_3976
1947,6/5/2020,9/17/2020,104,Web portal,dj_1220
1948,6/6/2020,8/30/2020,85,Web portal,dj_3247
1949,8/6/2020,10/3/2020,58,Web portal,dj_126
1950,8/6/2020,10/22/2020,77,Call,dj_491
1951,9/6/2020,10/20/2020,44,Call,dj_3977
1952,8/6/2020,11/26/2020,112,Web portal,dj_856
1953,9/7/2020,12/30/2020,114,Web portal,dj_492
1954,6/7/2020,8/27/2020,81,Web portal,dj_2883
1955,7/7/2020,8/3/2020,27,Web portal,dj_3248
1956,8/8/2020,10/12/2020,65,Web portal,dj_3249
1957,9/8/2020,10/25/2020,47,Call,dj_2154
1958,7/9/2020,9/17/2020,70,Web portal,dj_1954
1959,9/9/2020,10/31/2020,52,Web portal,dj_2520
1960,9/9/2020,11/8/2020,60,Call,dj_3250
1961,8/10/2020,10/5/2020,56,Web portal,dj_3251
1962,9/10/2020,1/3/2021,115,Call,dj_860
1963,7/11/2020,9/11/2020,62,Call,dj_1591
1964,6/11/2020,9/27/2020,108,Web portal,dj_3252
1965,7/11/2020,8/3/2020,23,Call,dj_131
1966,8/12/2020,10/15/2020,64,Web portal,dj_3253
1967,8/12/2020,12/10/2020,120,Call,dj_3618
1968,9/12/2020,12/3/2020,82,Web portal,dj_2523
1969,7/12/2020,9/20/2020,70,Call,dj_1957
1970,6/13/2020,7/25/2020,42,Call,dj_4582
1971,7/13/2020,9/17/2020,66,Call,dj_3619
1972,8/13/2020,9/12/2020,30,Call,dj_2889
1973,9/13/2020,11/30/2020,78,Call,dj_3254
1974,6/14/2020,9/12/2020,90,Web portal,dj_3255
1975,9/14/2020,10/19/2020,35,Web portal,dj_3985
1976,6/14/2020,6/29/2020,15,Call,dj_134
1977,6/14/2020,8/31/2020,78,Call,dj_4949
1978,7/14/2020,8/21/2020,38,Web portal,dj_1229
1979,9/14/2020,12/15/2020,92,Web portal,dj_2160
1980,6/15/2020,7/7/2020,22,Call,dj_3986
1981,9/15/2020,12/30/2020,106,Call,dj_3256
1982,9/15/2020,11/11/2020,57,Call,dj_1960
1983,5/16/2020,10/13/2020,150,Call,dj_3257
1984,8/17/2020,9/3/2020,17,Call,dj_3258
1985,9/17/2020,11/15/2020,59,Call,dj_4952
1986,7/17/2020,8/15/2020,29,Web portal,dj_1597
1987,7/18/2020,9/13/2020,57,Call,dj_2164
1988,9/18/2020,10/6/2020,18,Web portal,dj_3259
1989,6/18/2020,8/26/2020,69,Web portal,dj_2529
1990,8/18/2020,10/23/2020,66,Call,dj_1963
1991,9/19/2020,10/28/2020,39,Call,dj_3990
1992,7/19/2020,10/21/2020,94,Call,dj_3260
1993,7/19/2020,11/16/2020,120,Call,dj_1599
1994,8/19/2020,9/18/2020,30,Call,dj_2895
1995,9/20/2020,1/12/2021,114,Web portal,dj_3261
1996,9/20/2020,10/27/2020,37,Web portal,dj_140
1997,8/21/2020,9/29/2020,39,Web portal,dj_1966
1998,9/21/2020,12/7/2020,77,Web portal,dj_3262
1999,7/21/2020,8/6/2020,16,Call,dj_3627
2000,9/21/2020,12/19/2020,89,Call,dj_1601
2001,6/22/2020,9/15/2020,85,Web portal,dj_2898
2002,8/22/2020,11/5/2020,75,Web portal,dj_3263
2003,8/22/2020,10/27/2020,66,Call,dj_1237
2004,9/22/2020,10/31/2020,39,Web portal,dj_2168
2005,8/23/2020,12/18/2020,117,Web portal,dj_3629
2006,6/23/2020,9/10/2020,79,Web portal,dj_3264
2007,8/23/2020,12/6/2020,105,Call,dj_143
2008,9/23/2020,11/27/2020,65,Call,dj_3994
2009,6/24/2020,10/9/2020,107,Call,dj_3995
2010,8/24/2020,10/9/2020,46,Web portal,dj_2535
2011,8/24/2020,9/17/2020,24,Call,dj_3265
2012,9/24/2020,11/18/2020,55,Call,dj_1969
2013,6/25/2020,8/5/2020,41,Call,dj_2901
2014,7/25/2020,8/13/2020,19,Call,dj_2536
2015,8/25/2020,9/17/2020,23,Call,dj_3266
2016,6/25/2020,8/23/2020,59,Call,dj_3996
2017,7/25/2020,10/8/2020,75,Call,dj_1605
2018,6/26/2020,8/2/2020,37,Call,dj_1606
2019,6/26/2020,9/16/2020,82,Web portal,dj_3267
2020,7/27/2020,8/16/2020,20,Call,dj_877
2021,7/27/2020,10/1/2020,66,Web portal,dj_3633
2022,9/27/2020,12/11/2020,75,Call,dj_2903
2023,8/27/2020,11/4/2020,69,Web portal,dj_1972
2024,9/27/2020,11/21/2020,55,Web portal,dj_3268
2025,8/28/2020,12/15/2020,109,Call,dj_3269
2026,9/28/2020,10/13/2020,15,Call,dj_513
2027,7/29/2020,9/11/2020,44,Call,dj_3270
2028,8/29/2020,11/16/2020,79,Web portal,dj_2905
2029,9/30/2020,11/23/2020,54,Web portal,dj_3271
2030,8/30/2020,11/9/2020,71,Call,dj_1245
2031,8/31/2020,11/6/2020,67,Call,dj_1611
2032,8/31/2020,12/20/2020,111,Web portal,dj_516
2033,9/30/2020,12/18/2020,79,Call,dj_1976
2034,6/30/2020,8/10/2020,41,Call,dj_4002
2035,6/30/2020,9/9/2020,71,Web portal,dj_3272
2036,8/1/2020,8/19/2020,18,Call,dj_517
2037,8/1/2020,9/9/2020,39,Call,dj_3638
2038,9/1/2020,12/30/2020,120,Call,dj_152
2039,9/1/2020,10/27/2020,56,Web portal,dj_2543
2040,10/1/2020,12/15/2020,75,Web portal,dj_1977
2041,9/1/2020,9/16/2020,15,Web portal,dj_3273
2042,10/1/2020,1/19/2021,110,Web portal,dj_4601
2043,7/2/2020,10/19/2020,109,Web portal,dj_4004
2044,8/2/2020,8/17/2020,15,Call,dj_2909
2045,9/2/2020,9/28/2020,26,Call,dj_3274
2046,10/2/2020,11/2/2020,31,Call,dj_3639
2047,10/2/2020,12/30/2020,89,Call,dj_1613
2048,9/3/2020,9/22/2020,19,Web portal,dj_519
2049,6/3/2020,10/13/2020,132,Web portal,dj_3275
2050,9/3/2020,10/27/2020,54,Call,dj_884
2051,8/4/2020,9/20/2020,47,Call,dj_520
2052,9/4/2020,12/10/2020,97,Call,dj_155
2053,7/4/2020,8/10/2020,37,Web portal,dj_3276
2054,8/4/2020,10/4/2020,61,Call,dj_2911
2055,10/4/2020,11/29/2020,56,Call,dj_1980
2056,10/4/2020,11/28/2020,55,Web portal,dj_3641
2057,7/5/2020,8/25/2020,51,Web portal,dj_3277
2058,7/5/2020,9/28/2020,85,Web portal,dj_1616
2059,7/5/2020,7/24/2020,19,Web portal,dj_4605
2060,8/5/2020,10/17/2020,73,Call,dj_2547
2061,8/5/2020,9/29/2020,55,Web portal,dj_3642
2062,7/6/2020,7/30/2020,24,Web portal,dj_1982
2063,7/6/2020,8/27/2020,52,Web portal,dj_2913
2064,9/6/2020,10/7/2020,31,Call,dj_2183
2065,10/6/2020,11/4/2020,29,Call,dj_3278
2066,8/7/2020,10/12/2020,66,Call,dj_3279
2067,8/7/2020,11/21/2020,106,Call,dj_1618
2068,9/7/2020,12/31/2020,115,Call,dj_2914
2069,8/7/2020,9/10/2020,34,Call,dj_3644
2070,9/7/2020,9/26/2020,19,Web portal,dj_1983
2071,7/8/2020,7/26/2020,18,Web portal,dj_889
2072,8/8/2020,10/17/2020,70,Web portal,dj_159
2073,8/8/2020,10/1/2020,54,Call,dj_3645
2074,9/8/2020,11/2/2020,55,Web portal,dj_524
2075,9/8/2020,11/18/2020,71,Call,dj_2185
2076,7/8/2020,11/1/2020,116,Call,dj_1984
2077,9/8/2020,12/2/2020,85,Call,dj_3280
2078,7/9/2020,10/12/2020,95,Call,dj_3281
2079,9/9/2020,10/13/2020,34,Web portal,dj_160
2080,9/9/2020,12/27/2020,109,Call,dj_2916
2081,8/10/2020,11/19/2020,101,Web portal,dj_526
2082,9/10/2020,12/10/2020,91,Web portal,dj_2187
2083,9/10/2020,11/1/2020,52,Web portal,dj_891
2084,10/10/2020,12/25/2020,76,Web portal,dj_3282
2085,7/11/2020,8/2/2020,22,Web portal,dj_1622
2086,7/11/2020,7/28/2020,17,Web portal,dj_527
2087,7/11/2020,9/10/2020,61,Call,dj_892
2088,7/11/2020,8/13/2020,33,Call,dj_1257
2089,7/11/2020,8/21/2020,41,Web portal,dj_162
2090,9/11/2020,11/2/2020,52,Web portal,dj_2918
2091,9/11/2020,12/5/2020,85,Web portal,dj_3283
2092,9/12/2020,12/5/2020,84,Web portal,dj_163
2093,10/12/2020,10/31/2020,19,Call,dj_3284
2094,10/12/2020,1/19/2021,99,Call,dj_3649
2095,10/12/2020,1/28/2021,108,Call,dj_1988
2096,7/13/2020,11/10/2020,120,Web portal,dj_529
2097,7/13/2020,9/18/2020,67,Web portal,dj_2190
2098,8/13/2020,9/1/2020,19,Web portal,dj_3285
2099,10/13/2020,2/7/2021,117,Web portal,dj_4613
2100,6/14/2020,11/13/2020,152,Call,dj_3286
2101,7/15/2020,11/2/2020,110,Call,dj_3287
2102,8/15/2020,9/18/2020,34,Call,dj_4017
2103,8/15/2020,9/16/2020,32,Call,dj_2192
2104,8/15/2020,11/10/2020,87,Call,dj_3652
2105,9/15/2020,10/31/2020,46,Web portal,dj_896
2106,10/15/2020,1/21/2021,98,Call,dj_2557
2107,9/16/2020,11/22/2020,67,Web portal,dj_2923
2108,8/16/2020,12/7/2020,113,Call,dj_1992
2109,10/16/2020,11/26/2020,41,Web portal,dj_3288
2110,8/17/2020,11/2/2020,77,Call,dj_3289
2111,9/17/2020,10/25/2020,38,Call,dj_2194
2112,7/18/2020,11/12/2020,117,Call,dj_2560
2113,6/18/2020,11/13/2020,148,Call,dj_3290
2114,8/19/2020,11/17/2020,90,Web portal,dj_1995
2115,8/19/2020,10/23/2020,65,Call,dj_2561
2116,8/19/2020,9/21/2020,33,Call,dj_535
2117,7/19/2020,9/21/2020,64,Call,dj_2926
2118,7/19/2020,10/4/2020,77,Call,dj_4021
2119,9/19/2020,10/18/2020,29,Web portal,dj_3291
2120,10/20/2020,2/2/2021,105,Web portal,dj_536
2121,10/20/2020,12/3/2020,44,Web portal,dj_2197
2122,7/20/2020,9/10/2020,52,Call,dj_3292
2123,7/21/2020,9/15/2020,56,Web portal,dj_4023
2124,8/21/2020,9/11/2020,21,Call,dj_3293
2125,9/21/2020,1/15/2021,116,Call,dj_1632
2126,7/22/2020,11/14/2020,115,Web portal,dj_3294
2127,9/22/2020,10/29/2020,37,Web portal,dj_173
2128,8/22/2020,10/16/2020,55,Call,dj_1998
2129,9/22/2020,11/12/2020,51,Web portal,dj_2929
2130,9/22/2020,12/4/2020,73,Web portal,dj_1633
2131,10/23/2020,1/1/2021,70,Call,dj_3295
2132,10/23/2020,12/23/2020,61,Call,dj_1634
2133,8/24/2020,11/17/2020,85,Call,dj_3296
2134,10/24/2020,1/24/2021,92,Web portal,dj_2931
2135,10/24/2020,2/17/2021,116,Web portal,dj_905
2136,8/25/2020,11/18/2020,85,Web portal,dj_541
2137,6/25/2020,11/13/2020,141,Web portal,dj_3297
2138,7/26/2020,10/7/2020,73,Web portal,dj_1637
2139,7/26/2020,9/24/2020,60,Call,dj_2203
2140,10/26/2020,2/5/2021,102,Web portal,dj_2002
2141,7/26/2020,11/20/2020,117,Call,dj_3298
2142,10/26/2020,12/30/2020,65,Web portal,dj_2568
2143,10/27/2020,11/18/2020,22,Call,dj_3299
2144,10/27/2020,12/22/2020,56,Call,dj_2003
2145,8/27/2020,11/23/2020,88,Call,dj_908
2146,10/27/2020,12/22/2020,56,Call,dj_3664
2147,10/27/2020,2/10/2021,106,Call,dj_4029
2148,8/28/2020,9/29/2020,32,Web portal,dj_3300
2149,9/28/2020,1/12/2021,106,Web portal,dj_179
2150,7/28/2020,11/16/2020,111,Web portal,dj_2935
2151,9/29/2020,10/19/2020,20,Web portal,dj_2005
2152,10/29/2020,11/25/2020,27,Call,dj_1640
2153,8/29/2020,11/9/2020,72,Call,dj_4031
2154,10/29/2020,1/3/2021,66,Web portal,dj_3301
2155,7/30/2020,11/3/2020,96,Call,dj_2207
2156,9/30/2020,12/1/2020,62,Call,dj_3667
2157,10/30/2020,2/17/2021,110,Web portal,dj_1641
2158,7/30/2020,11/21/2020,114,Web portal,dj_2006
2159,8/30/2020,12/24/2020,116,Web portal,dj_4032
2160,9/30/2020,11/29/2020,60,Call,dj_3302
2161,10/30/2020,1/22/2021,84,Call,dj_911
2162,9/1/2020,12/18/2020,108,Web portal,dj_2573
2163,9/1/2020,10/25/2020,54,Web portal,dj_2208
2164,10/1/2020,11/28/2020,58,Call,dj_547
2165,10/1/2020,10/22/2020,21,Web portal,dj_2007
2166,10/1/2020,12/6/2020,66,Call,dj_3303
2167,9/1/2020,11/17/2020,77,Web portal,dj_1642
2168,11/1/2020,12/9/2020,38,Call,dj_3668
2169,8/2/2020,9/28/2020,57,Call,dj_3304
2170,8/2/2020,11/25/2020,115,Call,dj_4034
2171,9/2/2020,12/2/2020,91,Web portal,dj_913
2172,8/2/2020,10/29/2020,88,Call,dj_3669
2173,9/2/2020,9/30/2020,28,Web portal,dj_2574
2174,9/3/2020,9/21/2020,18,Web portal,dj_4035
2175,10/3/2020,12/2/2020,60,Web portal,dj_3305
2176,10/3/2020,1/7/2021,96,Web portal,dj_184
2177,11/3/2020,2/23/2021,112,Call,dj_2575
2178,8/3/2020,10/13/2020,71,Web portal,dj_2940
2179,8/4/2020,11/4/2020,92,Call,dj_550
2180,10/4/2020,12/5/2020,62,Web portal,dj_2211
2181,10/4/2020,12/11/2020,68,Call,dj_3306
2182,11/4/2020,1/3/2021,60,Call,dj_2941
2183,11/5/2020,2/7/2021,94,Call,dj_3307
2184,11/5/2020,2/24/2021,111,Web portal,dj_4037
